CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,RealBugCount
0,0,20,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,10,0,0,0,0,0,0,0,7,11,0,0.55,3,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,26,6,1,1,0,1,1,0,0
2,6,203,5,0,1,1,32,1,6,0,0,1,22,15,1,22,32,62,1,8,5,19,89,32,22,63,164,70,0.09,26,133,5,100,0,22,1,90,2,0,0,1,7,2.090909,0,18,3.363636,1,9,1.636364,1,2,0.52,0,1,1,1,203,0,1,1,0,1,1,0,0
0,0,45,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,10,0,0,0,0,0,0,0,7,11,0,2.73,4,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,2,1,46,1,1,1,0,1,1,0,0
3,20,353,6,0,2,1,29,3,31,1,9,3,9,117,1,9,27,46,4,2,7,2,150,27,22,48,211,48,0.55,25,96,6,64,1,8,3,81,1,1,30,3,15,6.111111,2,14,8.666667,4,10,3.777778,1,3,1.727273,0,5,5,1,405,52,0.665722,1,0,2,1,1,0
0,0,45,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,10,0,0,0,0,0,0,0,7,11,0,2.73,4,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,46,1,1,1,0,1,1,0,0
3,19,364,5,0,2,1,30,3,28,1,8,3,10,122,1,10,26,50,5,2,6,2,156,26,18,51,216,47,0.56,26,98,5,67,0,9,3,83,2,0,30,1,13,5.2,2,22,8.5,2,12,3.5,1,3,1.5,0,6,6,1,430,66,0.653846,1,0,2,1,1,0
0,11,328,6,1,1,16,52,3,12,4,1,3,20,50,2,20,52,100,7,1,6,12,181,52,27,113,257,142,0.19,22,255,6,203,0,16,3,82,1,1,9,2,12,6.4,1,12,5.5,1,9,3,1,2,1.125,0,1,1,1,2,2,0.856707,1,0,1,1,4,0
0,3,88,2,0,1,0,12,1,3,0,0,1,10,32,1,10,12,16,0,1,2,10,11,12,10,16,39,11,0.82,17,27,2,16,0,10,1,9,2,1,0,2,4,2.3,1,2,1.7,1,1,1,1,3,0.230769,0,0,0,0,0,0,0.863636,0,0,2,0,0,0
5,8,331,8,0,2,0,59,2,10,0,1,2,23,76,2,23,54,76,0,4,9,18,134,54,44,81,208,97,0.37,50,178,8,124,0,23,3,86,3,0,1,2,6,3.565217,0,9,3.304348,1,8,2.304348,1,3,0.961538,0,1,1,1,1,1,0.583082,1,0,2,1,2,0
0,3,54,1,0,1,0,3,1,7,0,4,1,3,33,1,3,3,8,0,1,1,3,4,3,3,8,16,4,2.06,5,12,1,8,0,3,1,33,2,0,0,1,3,1.666667,0,4,2.666667,2,1,1,1,2,0.333333,0,3,3,1,93,0,1,1,0,1,1,0,0
0,4,61,4,0,1,0,8,2,4,0,0,2,5,25,1,5,8,12,0,1,4,5,10,8,5,12,29,10,0.86,7,22,4,14,0,5,2,0,2,0,0,1,4,2,1,2,1.6,1,4,1.6,1,2,0.857143,0,1,1,1,15,0,1,1,0,1,1,0,0
0,1,44,1,2,1,0,2,1,6,0,5,1,2,36,1,2,2,4,0,0,1,0,0,2,2,4,5,0,7.2,3,4,1,3,0,2,1,0,2,1,0,1,1,0.5,0,1,0.5,0,1,1,1,0,0,0,0,0,0,0,0,0.909091,0,0,2,0,0,0
0,6,74,3,0,1,0,9,2,6,0,0,2,6,23,1,6,9,16,0,1,3,6,23,9,6,18,41,17,0.56,11,35,3,27,0,6,2,16,1,0,0,2,3,1.166667,0,9,3.666667,1,3,1.5,1,2,0.875,0,0,0,0,0,0,0.756757,0,0,2,0,1,0
0,5,109,3,0,1,0,15,2,8,0,2,2,8,45,1,8,14,14,0,1,4,8,23,14,8,14,50,20,0.9,14,34,3,19,0,8,2,50,2,2,1,1,24,9.5,2,4,2.375,1,4,1.875,1,1,0.7,0,1,1,1,8,2,0.697248,1,0,4,1,1,0
0,1,22,1,1,1,0,1,1,1,0,0,1,1,15,1,1,1,3,0,0,1,0,0,1,1,3,4,0,3.75,3,3,1,2,0,1,1,0,0,3,1,0,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.636364,0,0,2,0,0,0
6,5,572,12,0,1,8,91,2,7,1,1,2,51,207,2,51,81,81,1,7,12,44,157,87,71,82,298,126,0.69,67,208,9,125,0,50,2,91,3,33,12,3,76,6.529412,0,14,2.509804,1,12,1.705882,1,3,0.5,0,3,3,3,14,6,0.297203,0.333333,0,5,3,6,0
0,3,36,1,0,1,0,2,1,3,0,0,1,2,21,1,2,2,5,0,1,1,2,3,2,2,5,11,3,1.91,4,8,1,5,0,2,1,0,2,0,1,1,2,1.5,1,2,1.5,1,1,1,1,0,0,0,0,0,0,0,0,0.611111,0,0,2,0,1,0
0,1,45,1,3,1,0,3,1,5,0,4,1,3,35,1,3,3,5,0,0,1,0,0,3,3,5,6,0,5.83,4,5,1,4,0,3,1,0,0,2,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.955556,0,0,1,0,1,0
0,3,298,3,0,1,0,60,1,3,0,0,1,49,73,1,49,59,56,0,1,3,49,71,59,53,56,183,65,0.4,42,121,3,61,0,49,1,6,1,5,9,4,7,2.857143,0,4,1.897959,0,3,1.204082,1,2,0.27451,0,1,1,1,54,6,0.543624,1,0,3,1,3,0
0,3,41,1,0,1,0,2,1,3,0,0,1,2,28,1,2,2,4,0,0,1,2,2,2,2,4,9,2,3.11,4,6,1,3,0,2,1,0,2,0,0,1,6,4,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.512195,0,0,3,0,0,0
0,3,194,2,0,1,0,20,1,7,0,4,1,19,106,1,19,20,24,0,1,2,19,20,20,19,24,64,18,1.66,24,42,2,22,0,19,1,73,2,0,2,2,7,0.631579,0,2,1.105263,0,1,1,1,0,0,0,0,0,0,0,0,0.5,0,0,3,0,0,0
21,9,1149,8,1,2,14,230,2,12,2,2,2,79,291,8,79,195,207,7,17,11,50,433,195,126,218,703,326,0.41,156,544,8,357,0,77,3,96,2,4,24,2,10,3.721519,0,15,4.278481,0,21,2.911392,1,4,0.988636,0,9,9,3,104,79,0.883377,0.777778,0,2,3,2,2
2,8,133,4,0,1,1,15,2,10,2,1,2,7,51,1,7,15,28,1,0,4,4,39,15,7,30,69,24,0.74,13,54,4,36,0,5,2,71,2,0,7,1,4,2.571429,2,8,4.714286,3,5,2.285714,1,2,1.222222,0,6,6,1,63,48,0.661654,1,0,2,1,1,1
2,6,862,16,0,1,1,127,2,10,0,4,2,67,330,8,67,119,149,17,12,16,48,246,119,91,153,445,194,0.74,87,347,16,221,0,67,2,91,3,4,14,2,13,3.38806,0,19,3.343284,1,400,7.835821,1,5,0.565789,0,4,4,2,30,11,0.457077,0.5,0,4,2,7,0
0,8,171,6,1,1,0,22,2,10,0,1,2,11,46,2,11,22,38,0,6,6,10,53,22,14,38,108,42,0.43,17,80,6,57,0,11,2,70,1,0,1,2,10,3.363636,0,13,3.545455,1,24,3.727273,1,3,0.857143,0,5,5,2,76,68,0.444444,0.6,0,4,2,4,0
0,0,25,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,2,0,0,0,0,0,0,0,2,3,0,7,1,2,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,1,0,1,0
0,1,67,1,5,1,0,5,1,6,0,5,1,5,52,1,5,5,7,0,0,1,0,0,5,5,7,8,0,6.5,7,7,1,6,0,5,1,0,0,9,1,0,67,26,3,1,0.6,0,1,1,1,0,0,0,1,1,1,25,11,0.447761,1,0,3,1,0,0
0,3,57,2,0,1,0,7,1,3,0,0,1,6,22,1,6,7,10,0,1,2,6,8,7,6,10,26,8,0.85,9,18,2,10,0,6,1,50,1,25,3,2,22,11,0,3,2.5,1,2,1.166667,1,1,0.375,0,2,2,1,12,6,0.631579,1,0,3,1,0,0
0,1,36,1,1,1,0,1,1,8,0,7,1,1,27,1,1,1,5,0,0,1,0,0,1,1,5,6,0,4.5,3,5,1,4,0,1,1,0,0,1,0,0,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.944444,0,0,2,0,0,0
0,4,86,4,0,1,0,14,1,4,0,0,1,11,21,1,11,14,18,1,2,4,10,19,14,11,18,51,18,0.41,14,36,4,21,0,11,1,72,2,11,2,1,70,9.363636,1,5,1.818182,1,8,1.636364,1,1,0.230769,0,0,0,0,0,0,0.674419,0,0,4,0,0,0
9,7,631,7,0,1,1,93,2,10,1,3,2,51,201,6,51,92,95,1,5,7,41,203,92,57,97,364,141,0.55,66,238,7,146,0,50,2,89,2,0,10,2,13,3.901961,1,12,3.490196,1,12,1.980392,1,3,0.568966,0,6,6,2,204,36,0.4531,0.666667,0,3,2,9,0
1,2,65,1,0,1,4,5,1,3,4,0,1,5,29,1,5,5,13,0,0,1,4,7,5,5,12,26,6,1.12,10,18,1,12,0,1,1,80,1,0,3,1,18,4.4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.369231,0,0,5,0,0,0
0,6,227,6,0,1,1,33,2,7,0,0,2,22,42,3,22,33,50,0,1,6,22,82,33,22,54,149,58,0.28,36,112,6,79,0,22,2,82,2,9,6,6,19,3.045455,0,8,2.909091,1,6,1.5,1,4,0.653846,0,3,3,2,48,42,0.54185,0.666667,0,5,2,3,0
1,4,47,4,0,1,0,6,2,4,1,0,2,3,22,1,3,6,9,0,0,4,2,8,6,3,9,19,9,1.16,6,18,4,11,0,2,2,0,4,0,0,1,6,3.666667,2,5,4,3,8,3.333333,1,1,0.6,0,0,0,0,0,0,0.702128,0,0,2,0,0,0
0,5,58,1,0,1,0,4,1,5,0,0,1,4,22,1,4,4,10,0,3,1,4,13,4,4,10,28,7,0.79,8,17,1,12,0,4,1,50,3,0,2,1,3,1.5,1,6,2.25,1,1,1,1,0,0,0,0,0,0,0,0,0.724138,0,0,3,0,0,0
0,1,49,1,3,1,0,3,1,8,0,7,1,3,42,1,3,3,5,0,0,1,0,0,3,3,5,6,0,7,1,5,1,4,0,3,1,0,0,3,0,0,3,2.333333,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.693878,0,0,2,0,0,0
0,6,347,5,0,1,0,51,2,10,0,4,2,23,148,2,23,45,46,1,6,5,22,82,45,27,46,162,67,0.91,37,113,5,69,0,23,2,48,2,0,4,2,9,3.391304,0,5,2.26087,1,16,2.521739,1,3,0.730769,0,2,2,2,7,7,0.605187,0.5,0,2,2,3,5
0,3,50,1,0,1,0,3,1,6,0,3,1,3,32,1,3,3,5,0,0,1,3,3,3,3,5,12,3,2.67,6,8,1,4,0,3,1,0,2,0,1,1,1,1,1,3,2.333333,2,1,1,1,0,0,0,1,1,1,1,1,0.72,1,0,2,1,3,0
0,4,122,6,2,1,0,19,2,7,0,2,2,10,49,1,10,17,22,0,3,8,8,27,17,12,22,59,29,0.83,14,51,6,33,0,10,2,60,2,1,5,1,11,5.8,2,5,2.2,1,10,2.1,1,1,0.416667,0,1,1,1,7,6,0.483607,1,0,6,1,3,0
0,1,214,1,14,1,0,14,1,11,0,10,1,14,170,1,14,14,18,0,0,1,0,0,14,14,18,19,0,8.95,25,18,1,17,0,14,1,0,1,4,2,1,8,3.285714,1,1,0.785714,0,1,1,1,0,0,0,1,1,1,3,3,0.696262,1,0,3,1,4,0
59,13,3021,44,1,2,17,749,3,16,2,1,3,179,335,25,179,613,616,9,29,61,110,1586,616,416,681,2310,1125,0.15,380,1806,41,1217,1,177,4,96,4,3,77,3,22,4.536313,0,26,4.787709,0,2739,42.167598,1,6,1.04878,0,51,51,3,1354,808,0.506124,0.470588,0,3,3,3,6
0,4,107,4,5,1,0,11,2,6,0,2,2,7,59,2,7,11,17,1,0,4,1,17,11,10,17,38,9,1.55,10,26,4,19,0,7,2,0,1,1,7,1,36,8.571429,1,7,1.857143,0,4,1.571429,1,2,0.7,0,1,1,1,15,8,0.46729,1,0,5,1,1,0
0,3,54,1,0,1,0,3,1,7,0,3,1,3,31,1,3,3,7,0,1,1,3,5,3,3,7,15,4,2.07,8,11,1,7,0,3,1,0,2,0,0,1,2,1.333333,1,5,2.333333,1,1,1,1,0,0,0,0,0,0,0,0,0.777778,0,0,2,0,1,0
1,5,238,4,0,1,0,49,2,6,3,0,2,26,47,1,26,42,44,2,2,4,23,86,42,34,47,160,58,0.29,31,105,4,67,0,23,2,96,2,10,6,2,25,6.423077,0,10,3.153846,1,4,1.615385,1,3,0.75,0,11,11,3,84,19,0.563025,0.636364,0,2,3,4,0
0,1,233,1,17,1,0,17,1,10,0,9,1,17,193,1,17,17,20,0,0,1,0,0,17,17,20,21,0,9.19,19,20,1,19,0,17,1,0,0,1,2,0,20,7.823529,0,1,0.882353,0,1,1,1,0,0,0,2,2,2,32,28,0.815451,0.5,0,3,2,1,0
0,2,66,1,0,1,0,6,1,4,0,2,1,6,35,1,6,6,11,0,2,1,6,5,6,6,11,21,5,1.67,10,16,1,11,0,6,1,66,1,14,0,1,11,6.833333,2,3,1.166667,0,1,1,1,0,0,0,0,0,0,0,0,0.712121,0,0,3,0,2,2
0,3,51,1,0,1,0,3,1,5,0,1,1,3,28,1,3,3,8,0,1,1,3,5,3,3,8,17,5,1.65,6,13,1,9,0,3,1,0,3,0,2,1,3,2,1,4,2.666667,1,1,1,1,0,0,0,0,0,0,0,0,0.607843,0,0,3,0,1,0
0,4,66,1,0,1,0,5,1,5,0,1,1,5,31,1,5,5,9,0,2,1,5,11,5,5,9,26,11,1.19,9,20,1,14,0,5,1,19,3,0,0,1,4,2.4,1,5,3.2,1,1,1,1,0,0,0,0,0,0,0,0,0.757576,0,0,2,0,1,0
0,4,86,2,0,1,0,8,1,6,0,1,1,7,34,1,7,8,14,0,4,2,7,19,8,7,14,41,11,0.83,11,25,2,17,0,7,1,57,3,1,1,1,12,5.285714,3,6,2.285714,1,1,1,1,0,0,0,0,0,0,0,0,0.372093,0,0,4,0,3,0
0,5,83,3,0,1,1,9,1,6,0,1,1,7,31,1,7,9,13,0,2,3,7,20,9,9,13,41,18,0.76,11,31,3,21,0,7,1,42,3,3,0,1,8,3.714286,2,4,3,1,3,1.285714,1,2,0.666667,0,1,1,1,13,4,0.542169,1,0,4,1,0,0
0,1,15,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,11,0,0,1,0,0,1,1,8,12,0,0,3,8,1,7,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,2,2,16,1,0.933333,0.5,0,2,2,0,0
0,1,83,1,5,1,0,5,1,6,0,5,1,5,65,1,5,5,8,0,0,1,0,0,5,5,8,9,0,7.22,9,8,1,7,0,5,1,0,2,2,2,1,3,1.4,1,1,0.2,0,1,1,1,0,0,0,0,0,0,0,0,0.987952,0,0,1,0,1,0
0,3,44,1,0,1,0,4,1,3,0,0,1,4,23,1,4,4,7,0,0,1,4,4,4,4,7,15,4,1.53,6,11,1,6,0,4,1,0,3,0,0,1,2,0.75,0,2,1.75,1,1,1,1,0,0,0,0,0,0,0,0,0.711111,0,0,2,0,0,0
2,11,409,11,0,2,0,85,3,14,1,3,3,24,112,2,24,74,60,2,6,12,20,161,74,47,69,260,130,0.43,38,199,11,127,0,23,4,65,2,0,6,2,18,3.708333,1,11,3.416667,1,416,21.166667,1,4,1.296296,0,4,4,2,28,16,0.449878,0.75,0,3,2,3,2
1,4,48,2,0,1,0,6,2,4,0,0,2,4,21,1,4,6,7,0,1,2,3,9,6,4,7,21,8,1,6,15,2,8,0,4,2,25,1,0,0,1,2,1.25,1,3,1.75,1,2,1.5,1,1,0.666667,0,0,0,0,0,0,0.729167,0,0,2,0,0,0
0,1,48,1,2,1,0,2,1,9,0,8,1,2,39,1,2,2,4,0,0,1,0,0,2,2,4,5,0,7.8,4,4,1,3,0,2,1,0,1,0,0,1,2,2,2,1,0.5,0,1,1,1,0,0,0,0,0,0,0,0,0.916667,0,0,1,0,2,0
0,3,47,1,0,1,0,5,1,3,0,0,1,5,17,1,5,5,9,0,2,1,5,6,5,5,9,21,6,0.81,9,15,1,9,0,5,1,19,1,0,1,1,4,3,2,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0.659574,0,0,2,0,1,0
1,6,226,4,1,1,0,28,1,9,1,3,1,19,91,5,19,28,30,0,2,4,17,63,28,21,33,113,45,0.81,22,78,4,47,0,18,1,63,2,3,7,2,8,3.210526,1,5,2.315789,1,6,1.578947,1,2,0.48,0,4,4,2,80,79,0.495575,0.75,0,3,2,3,0
0,1,83,1,7,1,0,7,1,7,0,6,1,7,64,1,7,7,10,0,0,1,0,0,7,7,10,11,0,5.82,8,10,1,9,0,7,1,0,2,3,1,1,11,6.428571,1,1,0.857143,0,1,1,1,0,0,0,0,0,0,0,0,0.53012,0,0,3,0,0,0
0,3,30,1,0,1,0,1,1,3,0,0,1,1,21,1,1,1,3,0,0,1,1,1,1,1,3,6,1,3.5,3,4,1,2,0,1,1,0,4,0,0,1,5,5,5,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0.566667,0,0,2,0,0,0
0,5,77,3,0,1,0,11,2,5,0,0,2,7,21,1,7,11,14,0,1,3,7,20,11,9,14,46,14,0.46,10,28,3,16,0,7,2,57,2,1,1,1,4,1.571429,0,4,2.285714,1,3,1.571429,1,2,0.888889,0,0,0,0,0,0,0.831169,0,0,2,0,0,0
0,6,191,5,0,1,0,25,2,10,0,3,2,14,66,1,14,24,30,2,1,6,12,52,24,18,30,101,39,0.65,24,69,5,45,0,14,2,35,2,3,10,1,18,4.285714,0,6,2.714286,1,5,1.714286,1,4,1.0625,0,2,2,2,2,2,0.424084,0.5,0,3,2,7,0
0,5,221,5,0,1,0,39,2,6,0,0,2,24,44,1,24,39,41,3,3,5,21,74,39,27,45,147,64,0.3,30,109,5,72,0,24,2,77,2,1,5,2,7,2.208333,0,9,2.958333,1,6,1.708333,1,3,0.692308,0,0,0,0,0,0,0.927928,0,0,2,0,2,0
0,3,22,1,0,1,0,1,1,3,0,0,1,1,15,1,1,1,3,0,0,1,1,1,1,1,3,6,1,2.5,1,4,1,2,0,1,1,0,3,0,0,1,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0.590909,0,0,2,0,0,0
0,6,127,5,0,1,0,23,2,7,0,0,2,11,26,1,11,23,29,0,2,5,11,44,23,15,29,84,32,0.31,17,61,5,44,0,11,2,63,2,0,1,1,5,2.090909,1,9,3.363636,0,5,2,1,3,1.153846,0,0,0,0,0,0,0.874016,0,0,2,0,1,0
0,3,22,1,0,1,0,1,1,3,0,0,1,1,15,1,1,1,3,0,0,1,1,1,1,1,3,6,1,2.5,1,4,1,2,0,1,1,0,3,0,0,1,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0.590909,0,0,2,0,0,0
0,3,35,1,0,1,0,2,1,3,0,0,1,2,21,1,2,2,5,0,0,1,2,2,2,2,5,10,2,2.1,4,7,1,4,0,2,1,0,2,0,0,1,4,2,0,2,1.5,1,1,1,1,0,0,0,0,0,0,0,0,0.628571,0,0,2,0,0,0
1,6,85,3,0,1,0,13,2,6,0,0,2,8,15,1,8,13,18,2,2,3,5,34,13,8,20,59,31,0.25,11,51,3,38,0,8,2,56,1,0,0,2,8,3.125,0,6,2.625,1,3,1.5,1,2,0.8,0,0,0,0,0,0,0.811765,0,0,2,0,0,0
0,6,87,5,0,1,0,15,2,6,0,0,2,7,22,1,7,15,18,0,2,5,7,24,15,10,20,53,22,0.42,12,42,5,27,0,7,2,50,2,0,1,1,5,3.714286,1,3,2,1,5,2.142857,1,3,1.333333,0,0,0,0,0,0,0.827586,0,0,2,0,1,0
0,1,37,1,1,1,0,1,1,4,0,3,1,1,26,1,1,1,5,0,0,1,0,0,1,1,5,6,0,4.33,5,5,1,4,0,1,1,0,0,10,0,0,5,5,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.621622,0,0,2,0,1,0
0,6,97,3,0,1,0,13,2,8,1,1,2,7,29,1,7,13,13,0,0,3,7,23,13,7,13,50,19,0.58,18,32,3,18,0,6,2,0,3,0,4,1,6,3.714286,1,4,2.428571,2,4,2.142857,1,1,0.7,0,0,0,0,0,0,0.525773,0,0,3,0,0,0
0,4,79,3,0,1,0,11,1,4,0,0,1,8,23,1,8,11,17,0,4,3,8,17,11,8,17,44,15,0.52,12,32,3,20,0,8,1,65,1,0,1,3,6,2.5,1,5,2.125,1,3,1.375,1,2,0.818182,0,0,0,0,0,0,0.772152,0,0,3,0,0,0
0,4,78,2,0,1,0,9,1,5,0,1,1,7,32,1,7,9,13,0,1,2,7,14,9,7,13,35,12,0.91,11,25,2,15,0,7,1,14,2,0,2,1,4,2.285714,1,4,2.428571,1,2,1.285714,1,1,0.444444,0,0,0,0,0,0,0.74359,0,0,3,0,0,0
