CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,RealBugCount
0,3,76,1,0,1,0,5,1,5,0,1,1,5,42,1,5,5,13,0,2,1,5,7,5,5,13,26,7,1.62,8,20,1,14,0,5,1,40,2,0,4,2,7,4.8,2,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0.513158,0,0,4,0,2,0
0,3,65,1,0,1,0,5,1,3,0,0,1,5,31,1,5,5,13,0,2,1,5,7,5,5,13,26,7,1.19,8,20,1,14,0,5,1,40,2,0,4,1,7,4.6,2,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0.646154,0,0,4,0,3,0
0,4,152,3,0,1,0,16,1,7,0,3,1,11,76,1,11,15,25,0,6,4,11,22,15,11,24,60,21,1.27,16,45,3,31,0,11,1,72,2,0,8,1,10,5.545455,2,14,2.545455,1,3,1.181818,1,1,0.230769,0,0,0,0,0,0,0.460526,0,0,3,0,3,0
0,3,62,1,0,1,0,5,1,3,0,0,1,5,28,1,5,5,13,0,2,1,5,7,5,5,13,26,7,1.08,8,20,1,14,0,5,1,60,2,0,4,1,6,4,1,4,1.8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,66,1,0,1,0,5,1,3,0,0,1,5,32,1,5,5,13,0,1,1,5,6,5,5,13,25,6,1.28,9,19,1,13,0,5,1,40,2,0,4,2,10,3.6,0,3,1.4,1,1,1,1,0,0,0,1,1,1,1,1,0.969697,1,0,1,1,1,0
0,3,71,1,0,1,0,5,1,3,0,0,1,5,40,1,5,5,12,0,1,1,5,6,5,5,12,23,5,1.74,8,17,1,11,0,5,1,60,3,0,4,2,7,4.8,2,2,1.6,1,1,1,1,0,0,0,0,0,0,0,0,0.521127,0,0,3,0,1,0
0,3,69,1,0,1,0,4,1,5,0,2,1,4,44,1,4,4,10,0,1,1,4,4,4,4,10,19,4,2.32,6,14,1,9,0,4,1,50,2,8,3,2,37,14.25,0,2,1.5,1,1,1,1,0,0,0,0,0,0,0,0,0.797101,0,0,3,0,0,0
0,4,107,2,0,1,0,9,1,7,0,3,1,7,55,1,7,9,17,0,3,2,7,14,9,7,17,41,14,1.34,11,31,2,21,0,7,1,57,2,0,5,3,12,6.428571,1,6,2.142857,1,2,1.285714,1,1,0.444444,0,2,2,2,107,101,0.943925,0.5,0,2,2,0,0
0,3,78,1,0,1,0,4,1,5,0,2,1,4,50,1,4,4,11,0,1,1,4,5,4,4,11,21,5,2.38,7,16,1,11,0,4,1,50,2,0,4,1,9,4,1,3,1.75,1,1,1,1,0,0,0,1,1,1,5,5,0.5,1,0,4,1,2,0
0,3,70,1,0,1,0,4,1,5,0,2,1,4,42,1,4,4,11,0,1,1,4,5,4,4,11,21,5,2,7,16,1,11,0,4,1,25,2,0,4,1,7,3.5,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0.542857,0,0,3,0,2,0
0,3,74,1,0,1,0,5,1,4,0,0,1,5,39,1,5,5,14,0,1,1,5,6,5,5,14,26,6,1.5,9,20,1,14,0,5,1,40,2,0,4,2,6,3,1,3,1.6,1,1,1,1,0,0,0,0,0,0,0,0,0.567568,0,0,4,0,3,0
0,1,46,1,0,1,0,2,1,5,0,4,1,2,40,1,2,2,4,0,0,1,2,0,2,2,4,4,0,10,2,4,1,3,0,2,1,0,0,4,1,0,3,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.595745,0,0,2,0,0,0
0,1,44,1,0,1,0,2,1,1,0,0,1,2,38,1,2,2,4,0,0,1,2,0,2,2,4,4,0,9.5,2,4,1,3,0,2,1,0,0,4,1,0,2,1.5,1,1,0.5,0,1,1,1,0,0,0,0,0,0,0,0,0.8,0,0,2,0,0,0
0,3,86,1,0,1,0,6,1,5,0,2,1,6,47,1,6,6,15,0,2,1,6,8,6,6,15,30,8,1.57,9,23,1,16,0,6,1,58,2,0,4,2,5,2.5,1,4,1.666667,1,1,1,1,0,0,0,0,0,0,0,0,0.616279,0,0,2,0,3,0
0,3,56,1,0,1,0,2,1,5,0,2,1,2,41,1,2,2,7,0,0,1,2,2,2,2,7,12,2,3.42,3,9,1,6,0,2,1,0,3,0,4,1,5,3.5,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0.642857,0,0,3,0,1,0
0,3,92,1,0,1,0,6,1,5,0,2,1,6,54,1,6,6,14,0,2,1,6,7,6,6,14,28,7,1.93,10,21,1,14,0,6,1,50,2,0,4,1,7,3.833333,2,3,1.666667,1,1,1,1,0,0,0,0,0,0,0,0,0.467391,0,0,2,0,4,0
0,3,75,1,0,1,0,5,1,5,0,1,1,5,42,1,5,5,12,0,1,1,5,7,5,5,12,25,7,1.68,8,19,1,13,0,5,1,19,2,0,4,1,5,3,1,3,2.2,1,1,1,1,0,0,0,0,0,0,0,0,0.693333,0,0,3,0,3,0
0,3,130,2,0,1,0,12,1,6,0,2,1,11,60,1,11,12,25,0,4,2,11,18,12,11,24,56,18,1.07,14,42,2,29,0,11,1,70,2,0,8,4,15,6.272727,0,6,2,1,2,1.090909,1,1,0.230769,0,5,5,2,18,16,0.507692,0.8,0,3,2,2,0
0,3,89,1,0,1,0,5,1,6,0,2,1,5,55,1,5,5,13,0,2,1,5,7,5,5,13,26,7,2.12,8,20,1,14,0,5,1,40,2,0,4,1,5,3.8,2,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0.505618,0,0,3,0,3,0
0,3,107,1,0,1,0,8,1,6,0,2,1,8,56,1,8,8,19,0,4,1,8,12,8,8,19,40,12,1.4,11,31,1,22,0,8,1,62,2,0,6,2,7,3.75,1,6,2,1,1,1,1,0,0,0,0,0,0,0,0,0.392523,0,0,4,0,1,0
0,3,77,1,0,1,0,4,1,6,0,3,1,4,46,1,4,4,12,0,1,1,4,6,4,4,12,23,6,2,8,18,1,13,0,4,1,50,3,0,4,2,5,3,0,4,2.5,1,1,1,1,0,0,0,1,1,1,1,1,0.493506,1,0,4,1,2,0
0,3,76,1,0,1,0,4,1,6,0,2,1,4,43,1,4,4,12,0,1,1,4,6,4,4,12,23,6,1.87,10,18,1,13,0,4,1,50,3,0,4,2,5,3,0,4,2.5,1,1,1,1,0,0,0,1,1,1,1,1,0.513158,1,0,4,1,1,0
0,3,75,1,0,1,0,5,1,4,0,1,1,5,42,1,5,5,13,0,1,1,5,6,5,5,13,25,6,1.68,8,19,1,13,0,5,1,40,2,0,4,2,7,3.4,1,3,1.6,1,1,1,1,0,0,0,1,1,1,1,1,0.546667,1,0,4,1,2,0
0,3,78,2,0,1,0,6,1,5,0,1,1,5,42,1,5,6,14,0,1,2,5,9,6,5,14,28,9,1.5,8,23,2,16,0,5,1,19,3,0,4,2,16,5,1,3,2,1,2,1.2,1,1,0.428571,0,1,1,1,1,1,0.538462,1,0,4,1,2,2
0,3,81,1,0,1,0,6,1,4,0,1,1,6,43,1,6,6,14,0,1,1,6,8,6,6,14,29,8,1.48,9,22,1,15,0,6,1,33,2,1,4,2,14,4.333333,1,3,1.833333,1,1,1,1,0,0,0,1,1,1,2,10,0.580247,1,0,4,1,2,0
0,3,65,1,0,1,0,4,1,3,0,0,1,4,36,1,4,4,11,0,1,1,4,5,4,4,11,21,5,1.71,8,16,1,11,0,4,1,50,2,0,4,1,5,2.75,0,3,1.5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,85,2,0,1,0,6,1,6,0,2,1,5,49,1,5,6,14,0,2,2,5,8,6,5,14,28,8,1.75,8,22,2,16,0,5,1,50,3,0,4,2,7,4.2,0,5,2.6,1,1,1,1,0,0,0,2,2,2,2,3,0.6,0.5,0,3,2,3,0
0,3,80,1,0,1,0,6,1,4,0,1,1,6,42,1,6,6,14,0,1,1,6,7,6,6,14,28,7,1.5,10,21,1,14,0,6,1,33,2,0,4,2,8,3.5,1,3,1.5,1,1,1,1,0,0,0,1,1,1,1,1,0.5,1,0,4,1,1,0
0,3,102,1,0,1,0,7,1,6,0,2,1,7,56,1,7,7,16,0,2,1,7,10,7,7,16,34,10,1.65,12,26,1,18,0,7,1,57,3,0,4,2,7,2.857143,0,5,2,1,1,1,1,0,0,0,1,1,1,1,1,0.343137,1,0,4,1,3,0
0,3,72,1,0,1,0,4,1,5,0,2,1,4,43,1,4,4,11,0,1,1,4,5,4,4,11,21,5,2.05,8,16,1,11,0,4,1,25,2,0,4,1,4,2.75,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0.527778,0,0,3,0,2,0
0,3,79,1,0,1,0,5,1,5,0,1,1,5,42,1,5,5,16,0,1,1,5,6,5,5,15,28,6,1.5,9,21,1,15,0,5,1,60,3,0,8,2,8,3.8,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0.544304,0,0,4,0,3,0
0,3,80,1,0,1,0,5,1,5,0,2,1,5,45,1,5,5,15,0,1,1,5,6,5,5,14,27,6,1.67,8,20,1,14,0,5,1,40,3,0,7,2,8,4.6,2,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0.575,0,0,4,0,2,0
0,3,105,1,0,1,0,7,1,7,0,3,1,7,58,1,7,7,18,0,4,1,7,11,7,7,17,37,11,1.57,10,28,1,20,0,7,1,64,2,0,4,1,7,4.714286,2,6,2,1,1,1,1,0,0,0,0,0,0,0,0,0.542857,0,0,2,0,4,0
0,3,106,2,0,1,0,10,1,6,0,2,1,8,57,1,8,9,18,0,3,3,8,11,9,8,18,38,12,1.5,11,30,2,20,0,8,1,70,3,0,6,2,7,3.625,1,4,1.875,1,2,1.125,1,1,0.3,0,1,1,1,20,5,0.386792,1,0,3,1,2,0
0,3,55,1,0,1,0,2,1,5,0,2,1,2,39,1,2,2,8,0,0,1,2,2,2,2,8,13,2,3,3,10,1,7,0,2,1,0,3,0,4,2,4,3,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0.6,0,0,3,0,2,0
0,3,57,1,0,1,0,3,1,5,0,1,1,3,37,1,3,3,8,0,0,1,3,4,3,3,8,16,4,2.31,4,12,1,8,0,3,1,0,3,0,5,1,4,3,2,3,2.333333,2,1,1,1,0,0,0,0,0,0,0,0,0.947368,0,0,2,0,0,0
0,3,104,1,0,1,0,7,1,6,0,3,1,7,60,1,7,7,16,0,2,1,7,9,7,7,16,33,9,1.82,11,25,1,17,0,7,1,57,2,0,4,2,5,2.571429,1,4,1.571429,1,1,1,1,0,0,0,1,1,1,1,1,0.413462,1,0,3,1,2,0
0,3,60,1,0,1,0,3,1,4,0,1,1,3,39,1,3,3,9,0,0,1,3,4,3,3,9,17,4,2.29,4,13,1,9,0,3,1,0,3,0,5,2,4,3,2,3,2.333333,2,1,1,1,0,0,0,0,0,0,0,0,0.666667,0,0,4,0,0,0
0,3,80,1,0,1,0,5,1,5,0,2,1,5,46,1,5,5,13,0,2,1,5,7,5,5,13,26,7,1.77,8,20,1,14,0,5,1,40,2,0,4,1,5,3.8,2,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0.5125,0,0,3,0,2,0
0,3,74,1,0,1,0,4,1,5,0,2,1,4,46,1,4,4,11,0,1,1,4,5,4,4,11,21,5,2.19,7,16,1,11,0,4,1,25,2,0,4,1,5,3.25,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0.540541,0,0,3,0,4,0
0,2,78,1,0,1,0,3,1,2,0,0,1,3,8,1,3,3,59,0,50,1,3,2,3,3,59,64,2,0.12,6,61,1,57,0,3,1,100,1,0,4,2,4,1.333333,0,2,1.333333,1,1,1,1,4,0.666667,0,1,1,1,78,0,1,1,0,1,1,0,0
0,2,77,1,0,1,0,10,1,2,0,0,1,10,29,1,10,10,16,0,1,1,10,8,10,10,16,35,8,0.83,13,24,1,13,0,10,1,80,1,0,1,2,2,0.4,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0.818182,0,0,2,0,0,0
1,7,60,2,0,1,0,3,2,7,0,0,2,2,31,1,2,3,13,0,6,2,1,9,3,2,13,26,9,1.19,4,22,2,18,0,2,2,50,1,0,3,1,3,2.5,2,12,7.5,3,2,1.5,1,1,0.75,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,277,0,0,0,97,0,0,0,0,0,0,0,31,1,0,0,101,0,0,0,0,236,0,0,99,242,45,0.13,5,144,0,143,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,131,343,51,0,17,1,58,26,144,1,6,11,2,43,1,2,22,68,0,0,57,2,210,52,34,70,283,125,0.15,19,195,21,174,7,1,29,100,1,0,21,1,52,27.5,3,39,20,1,106,53.5,1,3,2.25,0,2,2,2,5,4,0.927114,0.5,0,2,2,2,0
9,9,179,13,0,1,1,35,3,9,1,0,2,12,31,1,12,21,50,0,2,13,3,76,32,12,51,127,58,0.24,22,109,2,87,0,11,3,83,1,0,9,2,8,3.333333,1,13,4.416667,1,13,2.666667,1,1,0.785714,0,3,3,2,44,42,0.72067,0.666667,0,2,2,1,0
0,1,11,1,0,1,0,3,1,1,0,0,1,3,0,1,3,3,8,0,0,1,3,0,3,3,8,9,0,0,2,8,1,7,0,3,1,0,0,1,3,0,3,1.666667,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0
6,15,217,9,0,1,0,40,3,16,0,0,3,9,32,1,9,29,58,0,5,13,3,110,29,9,61,166,79,0.19,20,140,9,111,0,9,4,75,1,0,15,1,14,5.444444,1,36,9.444444,1,64,13,1,2,1.181818,0,2,2,1,7,6,0.9447,1,0,2,1,1,0
0,3,422,1,0,1,130,2,1,3,2,0,1,2,31,1,2,2,138,0,0,1,2,374,2,2,136,385,123,0.08,6,259,1,256,0,0,1,99,1,0,0,1,11,7,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0.834123,0,0,2,0,0,0
12,20,716,143,0,3,2,190,7,24,1,3,2,25,83,3,25,60,124,0,33,146,13,416,180,82,127,564,251,0.15,69,378,23,319,1,24,8,80,1,0,29,1,147,10.72,2,73,6.68,1,161,9,1,4,0.689655,0,10,10,3,25,23,0.523743,0.6,0,3,3,3,0
0,3,67,1,0,1,0,4,1,4,0,1,1,4,41,1,4,4,11,0,0,1,4,4,4,4,11,20,4,2.05,6,15,1,10,0,4,1,0,2,0,4,2,3,1.5,0,2,1.5,1,1,1,1,0,0,0,0,0,0,0,0,0.686567,0,0,2,0,3,0
0,3,118,2,0,1,0,11,1,5,0,2,1,10,56,1,10,11,22,0,3,2,10,16,11,10,22,50,16,1.12,12,38,2,26,0,10,1,66,2,0,8,4,9,4.3,0,5,2,1,2,1.1,1,1,0.25,0,5,5,2,18,17,0.457627,0.8,0,4,2,3,0
0,4,86,2,0,1,0,8,1,5,0,0,1,6,39,1,6,8,17,0,2,2,6,11,8,6,17,37,11,1.05,10,28,2,19,0,6,1,50,2,0,6,2,7,4,1,3,2,1,2,1.333333,1,1,0.5,0,0,0,0,0,0,0.55814,0,0,4,0,2,0
0,3,117,1,0,1,0,8,1,7,0,3,1,8,67,1,8,8,18,0,4,1,8,12,8,8,18,39,12,1.72,11,30,1,21,0,8,1,65,2,0,4,1,7,5.375,2,6,1.875,1,1,1,1,0,0,0,0,0,0,0,0,0.367521,0,0,3,0,3,0
0,3,75,1,0,1,0,5,1,4,0,1,1,5,42,1,5,5,13,0,1,1,5,6,5,5,13,25,6,1.68,8,19,1,13,0,5,1,40,2,0,4,2,6,3,1,3,1.6,1,1,1,1,0,0,0,0,0,0,0,0,0.613333,0,0,4,0,2,0
0,3,78,1,0,1,0,4,1,5,0,2,1,4,45,1,4,4,14,0,2,1,4,6,4,4,14,24,5,1.88,9,19,1,14,0,4,1,62,3,0,7,1,6,3.5,1,4,2.5,1,1,1,1,0,0,0,4,4,1,5,5,0.576923,1,0,3,1,1,0
0,3,75,1,0,1,0,4,1,6,0,2,1,4,45,1,4,4,12,0,1,1,4,6,4,4,12,23,6,1.96,7,18,1,13,0,4,1,50,3,0,4,2,7,3.5,0,4,2.5,1,1,1,1,0,0,0,1,1,1,1,1,0.52,1,0,4,1,2,0
0,3,71,1,0,1,0,4,1,5,0,2,1,4,42,1,4,4,12,0,1,1,4,5,4,4,12,22,5,1.91,7,17,1,12,0,4,1,50,2,0,4,2,8,4.5,1,3,1.75,1,1,1,1,0,0,0,1,1,1,1,1,0.521127,1,0,4,1,1,0
0,3,71,1,0,1,0,4,1,5,0,2,1,4,43,1,4,4,11,0,1,1,4,5,4,4,11,21,5,2.05,7,16,1,11,0,4,1,25,2,0,5,1,7,3.5,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0.535211,0,0,3,0,2,0
0,1,37,1,0,1,0,2,1,1,0,0,1,2,31,1,2,2,4,0,0,1,2,0,2,2,4,5,0,6.2,1,4,1,3,0,2,1,0,0,3,1,0,3,2,1,1,0.5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,91,1,0,1,0,6,1,6,0,2,1,6,51,1,6,6,15,0,3,1,6,9,6,6,15,31,9,1.65,9,24,1,17,0,6,1,50,2,0,4,1,11,7,2,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0.483516,0,0,3,0,2,0
0,3,81,1,0,1,0,5,1,5,0,2,1,5,47,1,5,5,13,0,1,1,5,7,5,5,13,26,7,1.81,8,20,1,14,0,5,1,40,3,0,4,2,5,2.6,0,4,2.2,1,1,1,1,0,0,0,1,1,1,1,1,0.530864,1,0,4,1,3,0
0,3,85,1,0,1,0,6,1,5,0,1,1,6,46,1,6,6,16,0,1,1,6,7,6,6,16,30,7,1.53,9,23,1,16,0,6,1,50,2,0,5,3,7,2.833333,0,3,1.666667,1,1,1,1,0,0,0,1,1,1,1,9,0.623529,1,0,3,1,3,0
0,1,34,1,0,1,0,1,1,1,0,0,1,1,29,1,1,1,3,0,0,1,1,0,1,1,3,4,0,7.25,1,3,1,2,0,1,1,0,0,2,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.882353,0,0,2,0,0,0
0,3,104,1,0,1,0,8,1,5,0,1,1,8,47,1,8,8,24,0,4,1,8,13,8,8,23,45,12,1.04,12,35,1,26,0,8,1,68,2,3,8,1,13,6.75,2,10,2.5,1,1,1,1,0,0,0,2,2,1,11,1,0.413462,1,0,3,1,2,0
0,4,153,3,0,1,0,21,2,7,0,1,2,13,55,1,13,20,24,0,1,3,13,34,20,13,25,74,34,0.74,24,59,3,39,0,13,2,23,2,6,4,1,42,11.538462,1,7,3.307692,1,3,1.461538,1,2,0.6,0,2,2,2,35,55,0.568627,0.5,0,3,2,2,0
0,3,106,1,0,1,0,7,1,6,0,3,1,7,60,1,7,7,16,0,2,1,7,10,7,7,16,34,10,1.76,12,26,1,18,0,7,1,57,3,0,4,2,9,3.857143,0,5,2,1,1,1,1,0,0,0,1,1,1,1,9,0.490566,1,0,4,1,2,0
0,3,106,1,0,1,0,7,1,6,0,3,1,7,61,1,7,7,16,0,2,1,7,9,7,7,16,33,9,1.85,12,25,1,17,0,7,1,57,2,0,4,2,6,3,1,4,1.571429,1,1,1,1,0,0,0,0,0,0,0,0,0.45283,0,0,3,0,3,0
0,3,78,1,0,1,0,5,1,6,0,2,1,5,43,1,5,5,13,0,2,1,5,7,5,5,13,26,7,1.65,9,20,1,14,0,5,1,40,2,0,4,1,6,4,2,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0.512821,0,0,3,0,3,0
0,3,82,1,0,1,0,5,1,6,0,2,1,5,43,1,5,5,16,0,3,1,5,8,5,5,16,29,7,1.48,10,23,1,17,0,5,1,60,2,0,7,1,5,3.8,2,4,2,1,1,1,1,0,0,0,4,4,1,5,5,0.487805,1,0,4,1,1,0
0,3,67,1,0,1,0,4,1,5,0,2,1,4,39,1,4,4,11,0,1,1,4,5,4,4,11,21,5,1.86,7,16,1,11,0,4,1,25,2,0,4,1,5,3,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0.537313,0,0,3,0,3,0
0,4,98,1,0,1,0,6,1,8,0,3,1,6,54,1,6,6,16,0,4,1,6,13,6,6,15,35,13,1.54,9,28,1,21,0,6,1,62,2,2,5,2,12,6.166667,1,12,3,1,1,1,1,0,0,0,0,0,0,0,0,0.89899,0,0,2,0,0,0
0,3,93,1,0,1,0,6,1,6,0,3,1,6,52,1,6,6,16,0,3,1,6,9,6,6,16,32,9,1.62,9,25,1,18,0,6,1,55,2,0,6,2,6,3.666667,2,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0.430108,0,0,4,0,2,0
0,3,89,3,0,1,0,8,1,6,0,2,1,6,46,1,6,8,15,0,2,3,6,10,8,6,15,33,10,1.39,10,25,3,17,0,6,1,33,3,0,6,1,11,4.833333,2,4,2.5,1,2,1.166667,1,1,0.375,0,0,0,0,0,0,0.483146,0,0,4,0,2,0
0,3,80,1,0,1,0,4,1,5,0,2,1,4,51,1,4,4,11,0,1,1,4,5,4,4,11,21,5,2.43,8,16,1,11,0,4,1,25,2,0,4,1,21,7.5,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0.4875,0,0,4,0,2,0
0,3,75,1,0,1,0,5,1,5,0,1,1,5,42,1,5,5,12,0,1,1,5,7,5,5,12,25,7,1.68,8,19,1,13,0,5,1,19,2,0,4,1,4,2.8,1,3,2.2,1,1,1,1,0,0,0,0,0,0,0,0,0.693333,0,0,3,0,3,0
0,3,67,1,0,1,0,4,1,4,0,1,1,4,41,1,4,4,11,0,0,1,4,4,4,4,11,20,4,2.05,6,15,1,10,0,4,1,0,2,0,4,2,5,2,0,2,1.5,1,1,1,1,0,0,0,0,0,0,0,0,0.656716,0,0,3,0,3,0
0,5,147,3,0,1,2,19,1,6,1,0,1,13,41,1,13,19,40,2,2,3,11,39,19,13,41,81,26,0.51,25,67,3,47,0,12,1,80,1,81,6,2,87,22.076923,1,11,2.846154,1,3,1.461538,1,2,0.6,0,0,0,0,0,0,0.748299,0,0,3,0,3,0
0,0,47,1,0,0,0,2,0,0,0,0,0,0,29,1,2,2,16,0,103,1,2,0,2,2,2,17,0,1.71,1,2,1,1,0,2,0,100,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.978723,0,0,1,0,1,0
0,3,71,1,0,1,0,4,1,5,0,2,1,4,42,1,4,4,11,0,1,1,4,5,4,4,11,21,5,2,8,16,1,11,0,4,1,25,2,0,4,1,7,3.5,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0.535211,0,0,3,0,3,0
0,3,70,1,0,1,0,4,1,5,0,2,1,4,42,1,4,4,11,0,1,1,4,5,4,4,11,21,5,2,7,16,1,11,0,4,1,50,2,0,4,1,9,4,1,3,1.75,1,1,1,1,0,0,0,0,0,0,0,0,0.542857,0,0,3,0,3,0
