CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,RealBugCount
1,20,280,16,0,2,1,45,6,26,1,5,5,8,63,2,8,43,57,0,3,16,7,126,44,13,53,202,89,0.31,17,142,16,96,0,7,6,41,1,0,4,2,11,4.75,2,14,5.5,1,374,70.75,1,4,1.909091,0,1,1,1,0,280,1,1,0,1,1,0,0
5,6,280,12,3,1,5,46,2,6,8,0,2,18,33,6,24,45,101,0,15,12,16,100,45,29,83,216,63,0.15,33,146,12,104,0,16,2,95,2,0,2,2,9,2.291667,0,16,3.041667,1,126,6.916667,0,3,0.5625,0,1,1,1,0,280,1,1,0,1,1,0,0
0,6,114,3,1,1,0,18,1,6,0,0,1,10,22,1,10,14,31,0,3,7,9,38,14,10,27,78,24,0.28,14,51,3,37,0,10,2,40,1,0,2,2,10,3.8,1,7,2.9,1,2,1.3,1,3,0.615385,0,1,1,1,0,114,1,1,0,1,1,0,0
0,1,43,1,0,1,0,2,1,5,0,4,1,2,29,1,2,2,8,0,0,1,2,0,2,2,7,9,0,3.22,5,7,1,6,0,2,1,0,2,1,0,1,1,0.5,0,1,1,1,1,1,1,0,0,0,1,1,1,0,43,1,1,0,1,1,0,0
0,4,156,4,5,1,2,29,1,4,0,0,1,19,20,1,19,24,44,0,5,8,14,48,24,21,37,112,38,0.18,24,75,4,51,0,19,2,73,2,0,0,1,7,2.526316,1,9,2.263158,1,3,1.210526,1,1,0.238095,0,1,1,1,0,156,1,1,0,1,1,0,0
0,8,330,6,5,1,2,46,2,10,1,0,2,21,53,2,21,45,88,1,14,7,15,121,45,21,74,235,92,0.23,43,166,6,119,0,20,2,80,2,0,7,2,9,4.47619,0,13,5.142857,1,10,2.47619,1,3,1,0,2,2,2,4,330,1,0.5,0,1,2,0,2
0,7,47,4,0,3,0,6,3,7,0,0,3,2,17,1,2,5,12,0,0,5,2,6,5,5,10,24,5,0.71,6,15,4,8,0,2,3,0,1,0,1,2,3,1.5,0,4,2.5,1,4,2.5,1,3,2.25,0,1,1,1,0,47,1,1,0,1,1,0,0
0,11,108,5,0,1,2,12,3,12,0,0,3,4,22,1,4,12,36,0,1,5,4,31,12,4,28,72,20,0.31,14,48,5,35,0,4,3,58,2,0,9,2,3,1.5,0,8,4.75,2,12,4.75,1,3,1.833333,0,1,1,1,0,108,1,1,0,1,1,0,0
1,14,183,7,0,1,1,26,3,18,5,3,3,8,50,4,8,26,40,0,0,7,7,72,26,8,31,121,37,0.41,12,68,7,50,0,3,3,40,1,0,3,2,7,4,1,8,4.5,2,8,3.125,1,1,0.461538,0,1,1,1,0,183,1,1,0,1,1,0,0
2,12,212,5,0,2,3,35,3,12,0,0,3,12,26,1,12,33,58,0,3,6,10,101,33,19,48,167,59,0.16,19,107,5,76,0,12,3,68,2,0,6,1,9,5.666667,2,9,5.666667,1,5,2.75,1,3,1.642857,0,1,1,1,0,212,1,1,0,1,1,0,0
0,9,41,1,0,1,0,1,1,10,1,1,1,1,21,1,1,1,8,0,0,1,1,7,1,1,8,16,6,1.31,4,14,1,12,0,0,1,0,1,0,3,1,6,6,6,4,4,4,1,1,1,0,0,0,1,1,1,0,41,1,1,0,1,1,0,0
0,21,176,2,0,1,10,11,2,23,2,1,2,7,26,5,7,11,67,0,0,2,7,83,11,7,68,134,45,0.19,16,113,2,99,0,5,2,50,1,0,10,2,9,4.714286,1,16,10.571429,1,2,1.571429,1,1,0.538462,0,2,2,2,7,177,0.960227,0.5,0,1,2,1,0
4,14,1199,6,0,1,12,92,1,17,2,1,1,76,117,42,76,92,316,0,0,6,72,656,92,80,275,914,409,0.13,168,684,6,589,1,74,1,69,1,0,26,2,24,4.276316,0,31,4.934211,1,8,1.236842,1,3,0.168067,0,4,4,2,235,1215,0.804003,0.75,0,2,2,0,3
0,21,316,3,0,1,8,11,1,25,2,1,1,9,30,2,9,11,82,0,1,3,9,177,11,9,73,243,116,0.12,43,189,3,175,3,7,1,55,1,0,12,2,8,4.666667,1,20,7.555556,1,3,1.222222,1,2,0.5,0,2,2,2,20,325,0.936709,0.5,0,2,2,0,0
0,15,155,1,0,1,6,5,1,18,2,1,1,5,26,2,5,5,35,0,1,1,5,77,5,5,33,112,39,0.23,17,72,1,66,1,3,1,55,1,0,8,2,5,2.6,1,7,3.8,1,1,1,1,0,0,0,2,2,2,9,161,0.941935,0.5,0,2,2,0,0
0,8,148,3,0,1,2,11,1,9,2,0,1,9,22,4,9,11,67,0,0,3,9,49,11,9,58,111,26,0.2,15,84,3,72,0,7,1,25,2,1,12,2,2,1.111111,0,12,5.333333,1,4,1.333333,1,1,0.214286,0,2,2,2,3,149,0.97973,0.5,0,1,2,1,0
1,24,255,9,0,3,6,19,3,31,3,3,3,6,42,2,6,17,62,0,1,11,5,123,17,15,59,181,96,0.23,32,155,9,134,3,3,3,54,1,0,8,2,6,3.333333,1,22,7,1,49,9.5,1,3,1.333333,0,2,2,2,8,259,0.968627,0.5,0,1,2,1,0
0,15,154,3,0,1,2,10,3,16,2,1,3,4,61,2,4,10,45,2,2,3,2,46,10,4,42,85,29,0.72,8,71,3,58,0,2,3,100,2,0,6,1,7,4.5,2,11,8.25,6,3,2.25,2,5,1.875,1,0,0,0,0,0,0.993506,0,0,1,0,1,0
0,15,148,4,0,1,1,8,3,24,2,7,3,3,62,2,3,8,40,0,2,4,3,36,8,3,36,70,20,0.89,16,56,4,47,2,1,3,0,2,0,3,1,6,4.666667,3,10,7.666667,6,5,2.666667,1,1,0.833333,0,0,0,0,0,0,0.817568,0,0,2,0,0,0
0,68,315,18,0,4,0,23,8,84,0,7,8,3,48,0,0,23,33,0,0,18,0,157,23,14,33,215,161,0.22,43,194,18,171,10,0,8,0,0,0,0,0,10,8.333333,6,43,16.666667,3,1602,535.666667,2,3,2.25,1,0,0,0,0,0,0.784127,0,0,2,0,0,0
6,25,346,15,1,2,2,29,4,33,1,2,4,8,61,1,8,29,63,0,1,15,1,162,29,12,69,231,134,0.26,55,203,15,166,5,7,4,75,1,0,9,1,7,3.5,1,45,9.5,1,2592,325.875,1,5,1.818182,0,0,0,0,0,0,0.950867,0,0,1,0,1,0
0,5,202,14,0,0,0,4,2,5,0,0,2,2,49,0,0,4,9,0,0,0,0,109,4,2,9,118,105,0.42,37,114,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2304,769.333333,2,3,1.666667,1,0,0,0,0,0,0.693069,0,0,2,0,0,0
0,37,89,3,0,1,0,3,3,50,1,2,3,1,21,1,1,3,31,0,0,3,1,33,3,1,32,54,20,0.39,14,52,3,47,11,0,3,0,1,0,8,1,0,0,0,22,22,22,4,4,4,5,2,1,0,0,0,0,0,1,0,0,1,0,0,0
0,0,69,2,0,0,0,0,0,0,0,0,0,0,27,0,0,0,6,0,0,0,0,22,0,0,6,28,21,0.96,14,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
0,1,42,1,0,1,0,2,1,5,0,4,1,2,36,1,2,2,4,0,0,1,2,0,2,2,4,4,0,9,2,4,1,3,0,2,1,0,0,26,0,0,50,25.5,1,1,0.5,0,1,1,1,8,1.6,0,1,1,1,3,0,0.534884,1,0,2,1,0,0
2,12,615,7,2,1,0,82,2,12,4,0,2,34,106,2,34,81,139,4,6,8,26,306,81,46,138,456,195,0.23,53,333,7,254,0,30,2,82,1,0,13,2,10,5.029412,1,13,4.794118,1,12,2.529412,1,3,1.052632,0,1,1,1,2,0,0.882927,1,0,2,1,2,0
0,19,413,9,0,1,0,68,4,20,15,0,4,15,41,1,15,63,93,0,0,11,15,221,63,15,104,338,167,0.12,34,271,9,197,0,0,5,0,1,0,16,1,16,9.933333,4,16,9,4,128,25.733333,1,3,1.823529,0,1,1,1,2,0,0.924939,1,0,2,1,0,0
3,10,707,11,5,2,3,89,3,18,0,7,3,30,324,3,30,80,107,0,10,15,22,193,80,45,87,342,128,0.95,41,215,11,145,0,30,3,86,1,0,15,2,17,5.433333,0,11,3.866667,0,11,2.833333,1,3,0.885714,0,11,11,2,73,41,0.915134,0.636364,0,2,2,2,5
5,7,321,3,5,1,1,23,1,13,19,5,1,19,133,1,19,23,78,0,0,3,9,78,23,19,52,166,52,0.8,22,104,3,77,0,0,1,57,1,0,13,1,9,5.157895,3,11,4.368421,1,2,1.157895,1,1,0.380952,0,2,2,1,6,3,0.934579,1,0,2,1,0,0
0,8,275,5,8,2,1,39,2,13,13,4,2,15,101,2,15,32,67,0,2,6,7,85,32,25,55,155,67,0.65,19,122,5,89,0,2,3,69,1,0,14,2,8,5,2,23,5.066667,2,5,2.066667,1,1,0.611111,0,1,1,1,1,0,1,1,0,1,1,0,0
4,9,762,9,15,1,2,114,2,15,33,5,2,45,298,9,45,94,176,0,4,13,26,223,94,62,127,418,155,0.71,47,282,9,188,0,12,3,98,2,7,19,2,20,5.022222,1,11,3.911111,0,16,2.311111,1,3,0.642857,0,4,4,2,9,89,0.901575,0.75,0,1,2,3,0
0,10,71,2,0,1,1,4,2,17,2,7,2,2,36,1,2,4,15,0,0,2,2,13,4,2,12,31,8,1.16,4,20,2,15,0,0,2,0,1,0,4,1,11,9.5,8,6,4,2,2,2,2,1,1,1,3,3,1,2,74,1,1,0,1,1,0,0
0,6,113,6,0,2,0,11,2,10,0,4,2,6,54,1,6,11,18,3,3,6,3,25,11,10,17,51,18,1.06,8,35,6,24,0,6,2,61,2,6,2,1,8,3,1,9,2.833333,0,6,1.833333,1,4,1.5,0,2,2,2,8,13,0.849558,0.5,0,2,2,1,0
0,12,72,3,0,2,0,7,2,17,0,4,2,4,32,2,4,7,7,0,1,3,4,19,7,6,10,33,12,0.97,7,22,3,14,1,4,2,33,1,1,3,2,3,1,0,3,1.75,0,3,1.75,1,7,1.75,0,2,2,2,77,0,1,0.5,0,1,2,0,0
0,3,106,2,0,1,0,13,1,3,0,0,1,12,30,1,12,13,27,0,3,2,12,18,13,12,23,58,17,0.52,18,40,2,27,0,12,1,63,1,0,2,3,5,1.833333,0,5,1.833333,0,1,1,1,0,0,0,1,1,1,4,0,0.811321,1,0,3,1,0,0
0,10,153,5,0,1,2,16,2,13,0,3,2,7,52,1,7,16,38,0,0,5,7,54,16,7,39,91,41,0.57,10,80,5,61,0,7,2,71,4,0,3,1,11,4.714286,0,16,6.285714,1,12,3.285714,1,2,1,0,3,3,2,6,3,0.993464,0.666667,0,1,2,1,0
0,1,47,1,0,1,0,3,1,6,0,5,1,3,35,1,3,3,6,0,0,1,3,0,3,3,6,7,0,5,5,6,1,5,0,3,1,0,0,1,0,0,0,0,0,1,0.666667,0,1,1,1,0,0,0,2,2,2,52,0,0.978723,0.5,0,1,2,1,0
3,16,381,15,0,2,0,56,4,22,0,6,4,13,114,1,13,46,71,5,14,21,5,155,46,24,66,244,106,0.47,24,172,15,124,0,13,4,80,2,0,17,1,14,5.076923,1,22,6.769231,1,163,17.692308,1,5,1.733333,0,6,6,3,414,24,0.986877,0.5,0,1,3,1,1
0,7,41,2,0,1,0,2,2,14,1,7,2,1,28,1,1,2,5,0,0,2,1,4,2,1,5,10,3,2.8,3,8,2,5,0,0,2,0,1,0,1,1,8,8,8,1,1,1,2,2,2,1,1,1,2,2,1,46,0,1,1,0,1,1,0,0
4,10,502,12,1,1,1,59,1,15,0,3,1,33,158,15,33,48,136,0,12,15,28,183,48,39,125,309,88,0.51,37,213,12,160,0,33,2,58,1,0,18,2,46,6.272727,2,27,4.515152,1,96,3.939394,1,5,0.3,0,5,5,2,145,4,0.7251,0.6,0,2,2,0,1
0,13,166,5,0,2,1,12,2,21,2,7,2,5,92,4,5,12,24,0,0,5,5,29,12,9,23,63,18,1.46,11,41,5,30,0,3,2,100,1,19,1,2,7,3,1,8,3,0,6,2.8,1,2,0.588235,0,1,1,1,4,0,1,1,0,1,1,0,0
0,6,127,3,0,1,0,12,2,7,0,0,2,8,42,1,8,12,32,0,3,3,8,32,12,8,29,74,28,0.57,11,57,3,45,0,8,2,54,3,0,3,2,8,3.375,1,11,3.875,1,3,1.375,1,2,0.7,0,3,3,2,11,8,0.732283,0.666667,0,3,2,0,0
0,3,81,2,0,1,0,7,1,3,0,0,1,6,36,1,6,7,20,0,2,2,6,9,7,6,18,36,8,1,9,26,2,19,0,6,1,33,1,0,2,2,4,2.166667,0,4,2.166667,1,1,1,1,0,0,0,1,1,1,4,0,0.950617,1,0,1,1,2,2
0,3,105,4,0,1,0,24,2,4,0,0,2,11,34,1,11,21,30,0,0,4,11,20,21,15,19,61,19,0.56,15,38,4,21,0,11,2,0,1,0,2,2,2,1.272727,0,5,1.363636,0,3,1.454545,1,1,0.384615,0,1,1,1,4,0,0.981132,1,0,1,1,1,0
0,0,200,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,9,312,6,0,1,1,30,2,15,0,5,2,15,140,1,15,30,43,0,0,6,15,94,30,15,45,153,75,0.92,19,120,6,87,0,15,2,86,4,0,5,3,91,18.6,1,15,5.6,1,24,3.466667,1,2,0.764706,0,6,6,3,77,135,0.628205,0.666667,0,3,3,2,0
1,7,463,7,0,1,1,49,2,12,0,4,2,28,180,1,28,49,83,0,7,7,27,144,49,33,81,250,111,0.72,33,192,7,137,0,28,2,79,3,0,4,4,170,17.5,1,20,3.678571,1,16,2.535714,1,4,0.8,0,6,6,3,47,8,0.693305,0.666667,0,3,3,3,0
10,9,1663,14,0,1,0,200,2,17,1,7,2,88,696,2,88,186,283,0,7,15,78,473,186,118,217,869,337,0.8,101,554,14,354,0,87,2,90,1,0,30,3,72,8.340909,0,25,4.590909,1,146,4.340909,1,6,0.857143,0,18,18,5,540,285,0.457005,0.444444,0,3,5,9,6
0,1,392,1,1,1,0,32,1,8,0,7,1,32,267,1,32,32,89,0,0,1,31,0,32,32,53,90,0,2.97,35,53,1,52,0,32,1,0,2,1,11,2,16,2.84375,0,1,0.75,0,1,1,1,0,0,0,10,10,3,67,46,0.502551,0.5,0,5,3,2,2
13,14,1840,24,11,2,5,284,3,18,11,3,3,85,406,12,85,258,390,3,29,28,58,766,258,141,306,1291,502,0.31,145,808,24,523,0,74,3,93,1,12,46,3,22,4.741176,0,42,5.176471,1,9230,162.952941,1,7,1.018868,0,25,25,6,1289,734,0.578804,0.36,1,4,5,8,18
4,8,1335,7,2,1,3,161,2,12,8,4,2,93,503,22,93,148,259,0,18,9,87,389,148,96,205,740,241,0.68,100,446,7,294,0,85,2,89,1,2,32,2,164,13.634409,0,14,3.569892,1,20,1.967742,1,4,0.338843,0,28,28,6,425,614,0.474906,0.428571,1,5,5,5,4
0,5,45,2,0,1,0,3,2,5,0,0,2,2,24,1,2,3,9,0,0,2,2,5,3,2,6,17,4,1.41,4,10,2,6,0,2,2,0,1,0,2,2,3,2,1,2,1.5,1,2,1.5,1,1,0.75,0,1,1,1,4,0,0.891304,1,0,2,1,1,0
0,1,475,1,28,1,0,31,1,12,0,11,1,31,387,1,31,31,51,0,0,1,3,0,31,31,42,52,0,7.44,36,42,1,41,0,31,1,0,2,3,13,2,10,2.258065,0,1,0.677419,0,1,1,1,0,0,0,7,7,3,34,4,0.690526,0.428571,0,3,3,4,1
0,1,49,1,2,1,0,2,1,6,0,5,1,2,35,1,2,2,6,0,0,1,0,0,2,2,6,7,0,5,7,6,1,5,0,2,1,0,0,1,1,0,2,1.5,1,1,0.5,0,1,1,1,0,0,0,1,1,1,4,0,0.918367,1,0,2,1,1,0
2,4,509,6,2,1,0,59,1,7,0,3,1,47,199,2,47,58,118,1,6,6,42,87,59,47,75,259,73,0.77,52,148,5,88,0,47,1,80,2,0,12,2,16,4.12766,0,8,2.191489,1,3,1.191489,1,2,0.236364,0,4,4,2,8,4,0.836935,0.75,0,2,2,5,0
2,11,137,3,0,1,1,11,3,22,4,10,3,4,65,1,4,11,27,0,0,3,2,31,11,4,31,59,19,1.1,13,50,3,34,1,0,3,50,1,0,5,1,5,4,3,7,5.25,3,3,2.75,2,2,1.833333,1,1,1,1,5,0,1,1,0,1,1,0,0
0,8,336,7,0,1,1,40,2,12,0,4,2,20,120,1,20,40,57,0,5,7,20,114,40,20,58,191,90,0.63,25,148,7,102,0,20,2,75,1,0,3,2,12,3.25,0,13,3.45,1,32,3.55,1,4,0.954545,0,2,2,2,10,1,0.96131,0.5,0,1,2,3,0
0,1,54,1,1,1,0,7,1,1,2,0,1,5,28,1,7,7,9,0,2,1,6,4,7,7,7,18,4,1.56,8,11,1,6,0,5,1,100,1,0,0,1,2,1,0,2,1.571429,1,1,0.714286,0,0,0,0,2,2,2,59,0,1,0.5,0,1,2,0,0
1,18,335,15,0,2,1,44,3,26,8,7,3,12,124,5,12,34,78,0,0,19,11,118,34,22,56,197,67,0.63,16,123,15,88,0,4,4,87,1,9,14,2,19,6.083333,1,26,5,1,400,35.5,1,5,1.166667,0,3,3,2,31,25,0.773134,0.666667,0,4,2,3,0
0,12,171,4,0,1,2,12,3,14,0,1,3,4,63,1,4,12,49,0,10,4,4,44,12,4,43,85,20,0.74,23,63,4,47,0,4,3,87,1,0,0,2,6,3.75,2,9,5.75,1,6,4,1,2,1.714286,0,1,1,1,4,0,1,1,0,1,1,0,0
0,7,122,3,0,1,0,14,2,9,0,2,2,7,40,1,7,14,32,0,1,3,7,32,14,7,35,70,24,0.57,12,59,3,40,0,7,2,14,1,0,3,2,4,2,1,8,3.714286,1,3,2,1,2,1.1,0,1,1,1,4,0,0.885246,1,0,2,1,1,0
0,14,236,8,0,1,1,28,3,18,0,4,3,9,66,1,9,28,61,0,2,8,9,89,28,11,64,152,61,0.43,19,125,8,89,0,9,3,66,2,0,5,2,3,1.777778,0,15,5.888889,1,49,8.111111,1,3,1.636364,0,1,1,1,4,0,0.512712,1,0,2,1,0,0
0,4,73,2,0,1,0,7,1,5,0,0,1,5,24,1,5,7,21,0,2,2,5,13,7,5,21,37,10,0.65,13,31,2,22,0,5,1,60,1,0,2,2,3,1.8,0,6,2.8,1,2,1.4,1,1,0.571429,0,0,0,0,0,0,0.972603,0,0,1,0,1,0
0,12,167,10,0,1,0,24,3,15,0,2,3,7,43,1,7,24,47,0,1,10,7,65,24,7,48,113,38,0.38,16,86,10,63,0,7,3,28,1,0,3,2,5,2.714286,1,14,5.142857,1,10,3.285714,1,5,2.444444,0,1,1,1,4,0,0.934132,1,0,2,1,1,0
0,5,224,5,0,1,1,23,1,10,0,4,1,16,91,1,16,23,49,0,5,5,16,55,23,20,47,112,39,0.81,21,86,5,58,0,16,1,82,3,3,4,2,61,11.9375,1,12,2.8125,1,7,1.5625,1,3,0.666667,0,3,3,3,207,1,0.857143,0.333333,0,2,3,2,0
0,3,42,1,0,1,1,2,1,5,0,2,1,2,27,1,2,2,6,0,0,1,2,3,2,2,6,11,2,2.45,4,8,1,5,0,2,1,100,3,0,0,1,2,1,0,2,2,2,1,1,1,0,0,0,1,1,1,4,0,0.97619,1,0,1,1,1,0
0,3,110,2,0,1,1,8,1,9,0,6,1,7,69,1,7,8,15,0,0,2,7,10,8,7,14,30,7,2.3,11,21,2,14,0,7,1,57,1,2,0,1,4,2.428571,0,4,2.142857,1,2,1.142857,1,1,0.333333,0,1,1,1,4,0,1,1,0,1,1,0,0
0,10,107,5,0,1,0,19,3,10,0,0,3,6,20,1,6,18,22,3,1,6,3,37,18,6,25,74,32,0.27,13,57,5,36,0,6,3,0,2,3,2,2,18,10.333333,5,7,4.666667,2,7,3.333333,2,2,1.75,1,3,3,2,112,1,1,0.666667,0,1,2,0,0
0,0,186,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,1,0,0,0,0,0,0,0,1,1,0,164,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.897849,0,0,2,0,1,0
3,9,409,8,0,1,2,50,2,15,0,6,2,20,169,1,20,44,67,0,0,13,17,128,44,27,71,211,91,0.8,29,162,8,108,0,20,3,92,4,0,6,4,245,32.9,2,16,5.45,1,24,3.2,1,3,0.954545,0,3,3,3,36,168,0.542787,0.333333,0,2,3,3,0
0,3,36,1,0,1,1,2,1,4,0,1,1,2,22,1,2,2,6,0,0,1,2,3,2,2,6,11,2,2,3,8,1,5,0,2,1,100,3,0,0,1,3,1.5,0,2,2,2,1,1,1,0,0,0,1,1,1,4,0,0.861111,1,0,3,1,1,0
0,5,202,3,1,1,0,18,2,9,0,4,2,12,107,1,12,18,29,0,2,3,11,33,18,12,28,79,26,1.35,16,54,3,35,0,12,2,45,1,0,5,2,9,3.75,1,7,2.166667,1,4,1.583333,1,1,0.533333,0,2,2,2,41,6,0.821782,0.5,0,2,2,2,0
1,13,644,8,0,2,1,104,3,18,4,5,3,29,207,2,29,94,117,1,4,11,27,252,94,51,119,404,185,0.51,44,304,8,198,0,25,4,82,1,0,4,3,81,17.103448,1,11,4.62069,1,26,4.551724,1,2,1.09375,0,5,5,3,327,14,0.715839,0.4,0,3,3,4,3
