 cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs , 
5,1,1,4,15,1,3,0,83,6,10,0,2,3,4,35,24,1, 
12,3,4,8,91,0,4,2,65,14,47,4,0,0,9,35,31,2, 
2,2,0,2,0,0,0,7,4,1,38,0,0,0,1,3,1,0, 
6,1,1,5,6,0,3,0,73,4,10,3,0,0,4,20,10,0, 
1,1,1,0,0,0,0,0,0,1,7,0,0,0,1,1,0,0, 
1,1,1,0,0,0,0,0,0,1,7,0,0,0,1,1,0,0, 
1,1,1,1,1,0,0,0,27,2,7,0,1,0,0,15,6,0, 
2,1,0,2,1,0,0,0,6,2,9,0,0,0,2,8,2,0, 
0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0, 
1,1,0,1,0,0,0,0,3,1,8,0,0,0,1,2,1,0, 
0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0, 
5,2,4,1,15,0,1,1,19,6,16,1,0,0,2,11,6,0, 
30,1,1,29,210,0,0,1,221,21,19,0,5,0,16,177,46,0, 
26,1,6,21,406,0,8,0,430,29,23,3,8,0,11,199,109,4, 
13,1,1,12,21,0,8,0,100,7,9,8,2,0,5,45,30,0, 
0,2,0,0,0,0,62,3,0,0,12,1,0,61,0,0,0,1, 
24,2,9,17,2775,0,26,0,425,75,48,11,2,0,35,180,147,3, 
3,1,1,2,6,0,2,0,44,4,10,2,0,0,4,14,9,0, 
0,2,0,0,0,0,22,3,0,0,12,1,0,21,0,0,0,1, 
0,1,0,0,3,0,1,2,10,3,13,1,0,0,2,3,3,0, 
21,1,6,16,378,0,22,0,503,28,7,22,13,0,13,252,122,1, 
10,1,10,0,6,0,10,0,15,4,15,3,0,0,4,4,4,2, 
5,1,2,3,36,0,2,0,95,9,9,2,0,0,3,57,28,1, 
7,1,0,7,6,0,8,0,55,4,9,0,0,0,3,30,14,1, 
9,1,2,7,6,0,2,0,98,4,7,2,0,0,3,36,22,0, 
6,2,1,5,21,0,0,3,62,7,20,0,0,0,7,29,14,0, 
1,1,1,0,0,0,0,0,0,1,7,0,0,0,1,1,0,0, 
0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0, 
6,1,1,5,10,0,3,1,54,5,27,3,1,0,4,22,10,0, 
9,2,2,8,21,0,1,1,63,7,13,1,1,0,4,41,28,2, 
2,2,1,2,10,0,1,1,31,5,22,0,0,1,4,9,10,1, 
5,1,5,0,10,0,6,0,18,5,7,4,0,0,5,5,5,0, 
17,1,1,16,45,0,3,0,188,10,8,3,4,0,6,115,37,0, 
3,1,1,2,231,0,11,0,73,22,7,8,0,3,14,28,26,0, 
1,1,0,1,0,0,0,0,3,1,8,0,0,0,1,2,1,0, 
7,1,3,4,45,0,3,0,217,10,7,3,2,0,8,55,57,1, 
7,1,2,5,55,0,11,0,125,11,8,11,3,0,8,36,33,1, 
16,1,2,14,435,0,20,62,403,30,35,17,2,3,27,219,107,1, 
1,1,1,0,0,0,0,0,0,1,7,0,0,0,1,1,0,0, 
19,1,9,10,66,0,7,0,155,12,7,7,0,0,12,83,30,3, 
0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0, 
0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0, 
14,2,11,4,45,5,4,0,36,10,20,4,0,0,6,15,13,1, 
5,1,2,4,15,0,4,0,70,6,27,4,2,0,1,16,16,0, 
1,1,0,1,0,0,0,0,3,1,8,0,0,0,1,2,1,0, 
1,1,1,0,3,0,2,0,153,3,7,1,0,1,2,7,28,0, 
2,1,1,2,28,0,5,0,49,8,12,5,0,0,7,21,13,0, 
0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0, 
2,1,1,1,15,0,3,0,110,6,11,0,0,0,6,37,17,1, 
4,1,0,4,55,0,7,0,56,11,7,7,2,0,9,26,13,0, 
16,1,0,16,78,0,4,0,180,13,14,4,5,0,8,101,57,0, 
13,1,7,6,91,0,6,0,86,14,14,4,1,1,8,43,33,0, 
12,1,10,2,28,4,1,0,49,8,7,0,0,0,8,18,11,0, 
39,1,5,38,2016,0,32,0,1543,64,17,25,49,7,11,1009,534,3, 
1,1,1,0,0,0,0,0,0,1,7,0,0,0,1,1,0,0, 
4,1,0,4,1,0,0,0,8,2,9,0,0,0,2,8,2,0, 
10,1,1,10,66,0,14,0,173,12,16,14,1,0,1,121,23,0, 
11,1,9,2,10,0,3,0,28,5,7,3,0,0,5,11,13,2, 
0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0, 
2,1,0,2,0,0,0,0,4,1,8,0,0,0,1,3,1,0, 
77,1,18,67,1653,0,45,0,1250,58,17,14,21,7,13,523,251,13, 
8,1,4,4,36,0,2,0,186,9,7,2,2,0,7,51,46,1, 
4,1,1,3,6,0,2,0,30,4,19,1,0,1,4,14,9,0, 
0,1,0,0,1,0,2,0,6,2,18,2,0,0,2,2,2,0, 
4,1,0,4,1,0,0,0,9,2,9,0,0,0,2,8,2,0, 
5,1,1,4,45,0,20,0,145,10,7,0,0,9,10,38,39,0, 
21,1,21,0,28,0,12,0,30,8,7,7,0,0,8,8,8,0, 
1,1,0,1,1,0,0,0,7,2,9,0,0,0,2,3,2,0, 
6,1,0,6,55,0,2,0,61,11,17,0,0,0,11,27,21,0, 
12,1,3,10,190,0,11,0,172,20,7,10,7,1,12,102,36,0, 
10,1,1,9,15,0,4,0,47,6,10,2,1,0,5,23,15,0, 
16,1,4,13,171,0,1,3,248,19,15,1,10,0,9,171,98,4, 
4,1,0,4,1,0,0,0,11,2,9,0,0,0,2,11,2,0, 
7,1,1,7,45,0,9,0,76,10,33,6,3,0,5,29,22,1, 
34,1,1,33,435,0,2,0,501,30,7,2,27,0,2,341,119,1, 
7,1,3,4,21,0,1,0,121,7,12,0,1,1,5,71,29,0, 
2,1,1,1,1,0,0,0,3,2,8,0,0,0,2,3,1,0, 
10,1,2,9,1,0,3,0,48,2,7,3,0,0,2,28,18,0, 
3,1,1,2,21,0,10,0,69,7,12,10,0,0,7,23,12,0, 
16,1,0,16,66,0,2,0,81,12,17,1,2,1,10,53,18,1, 
18,3,2,17,153,0,1,18,103,18,111,0,0,1,7,44,22,2, 
2,1,0,2,1,0,0,0,6,2,9,0,0,0,2,8,2,0, 
6,1,5,2,66,3,1,0,39,12,10,0,0,0,12,18,15,1, 
12,1,4,10,136,0,15,0,336,17,10,10,1,5,4,79,59,1, 
7,1,1,6,21,0,1,2,48,7,13,0,2,0,4,27,15,0, 
14,1,1,13,253,0,24,0,294,23,12,2,0,0,6,122,73,0, 
4,2,2,3,6,0,1,1,13,4,16,0,0,1,3,7,4,0, 
10,1,2,9,36,0,11,0,143,9,7,9,3,2,5,66,41,2, 
9,1,1,8,6,0,5,0,133,4,7,5,0,0,0,48,17,2, 
5,2,1,4,28,0,2,9,45,8,10,2,1,0,5,26,19,1, 
9,1,4,5,28,0,21,0,92,8,7,12,1,3,7,46,26,0, 
3,1,1,2,3,0,0,0,12,3,9,0,0,0,3,7,4,1, 
6,1,1,5,45,0,4,0,108,10,24,2,4,2,3,55,36,0, 
28,1,21,8,91,5,4,0,55,14,7,1,1,0,11,39,17,2, 
2,1,0,2,1,0,0,0,6,2,9,0,0,0,2,8,2,0, 
0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0, 
6,1,0,6,3,0,0,0,15,3,9,0,1,0,2,14,3,0, 
17,1,3,15,36,0,3,0,130,9,7,3,3,0,3,72,35,1, 
0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0, 
7,1,7,0,6,4,2,0,14,4,10,2,0,0,2,4,5,1, 
24,1,0,24,171,0,7,0,196,19,22,7,4,0,15,107,65,1, 
18,1,8,10,171,0,35,0,244,19,7,14,10,0,9,149,72,2, 
19,1,2,18,153,0,12,28,369,18,7,11,9,1,8,147,62,1, 
20,1,2,19,136,0,5,28,399,17,7,5,14,0,2,171,73,1, 
14,1,3,11,45,2,6,0,94,10,7,3,1,0,8,72,22,0, 
9,1,5,4,171,0,16,0,160,19,18,13,2,3,17,66,46,0, 
6,3,1,5,1,0,0,0,19,2,15,0,0,0,2,9,5,0, 
6,1,4,2,6,0,1,0,28,4,7,0,0,0,4,8,7,0, 
2,1,0,2,0,0,0,0,4,1,8,0,0,0,1,3,1,0, 
0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0, 
1,1,1,0,0,0,0,0,0,1,7,0,0,0,1,1,0,0, 
16,2,0,16,78,0,6,29,198,13,24,6,8,0,2,118,49,1, 
5,1,2,3,1,0,0,0,27,2,7,0,1,0,1,18,7,0, 
9,1,1,8,3,0,2,0,32,3,9,2,0,0,3,16,6,0, 
18,2,2,17,15,0,7,3,107,6,24,7,0,0,6,46,23,0, 
2,1,0,2,1,0,0,0,6,2,9,0,0,0,2,8,2,0, 
15,1,1,14,78,2,4,0,210,13,17,1,0,0,2,107,67,2, 
28,2,10,22,210,1,3,16,456,21,91,1,1,0,5,174,126,7, 
13,1,2,11,136,0,10,5,140,17,19,8,4,1,13,69,44,2, 
7,2,4,3,28,0,3,1,30,8,19,3,0,0,5,18,10,1, 
46,3,1,45,2145,0,9,0,1434,66,16,9,6,0,54,677,288,5, 
2,1,0,2,0,0,0,0,4,1,8,0,0,0,1,3,1,0, 
16,1,1,16,171,0,10,0,289,19,14,8,7,0,10,137,64,0, 
17,2,1,17,91,0,1,9,138,14,80,1,5,0,9,58,28,2, 
17,1,1,17,6,0,4,0,97,4,10,4,0,0,4,72,15,0, 
23,1,3,22,630,0,16,0,596,36,7,9,29,0,3,331,146,2, 
12,2,4,10,190,0,3,31,124,20,27,2,1,1,14,67,52,0, 
16,1,4,13,55,0,11,0,182,11,18,9,1,2,6,68,48,0, 
0,2,0,0,0,0,17,3,0,0,12,3,0,14,0,0,0,0, 
10,1,6,4,15,0,5,0,88,6,7,5,1,0,4,18,22,2, 
2,1,0,2,1,0,0,0,15,2,9,0,0,0,2,10,2,0, 
26,1,11,16,28,6,7,0,214,8,7,4,3,0,2,79,48,0, 
21,1,15,6,3,0,32,0,33,3,7,0,0,16,3,18,11,0, 
39,1,6,37,300,0,1,1,535,25,17,0,10,0,10,268,187,7, 
4,1,0,4,0,0,0,0,7,1,8,0,0,0,1,7,1,0, 
20,2,5,17,120,0,5,3,231,16,20,1,0,0,8,138,85,1, 
0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0, 
0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0, 
1,1,1,0,0,0,0,0,0,1,7,0,0,0,1,1,0,0, 
39,1,13,30,1035,1,34,0,862,46,11,23,16,3,6,350,264,4, 
11,1,1,10,36,0,3,0,61,9,13,3,0,0,8,36,21,1, 
11,1,1,10,120,0,7,0,110,16,19,0,2,0,5,49,31,0, 
1,1,1,0,6,0,3,0,14,4,18,2,0,0,4,5,4,2, 
26,1,7,19,496,0,11,0,393,32,7,11,14,0,18,196,117,1, 
13,2,2,12,66,0,5,11,112,12,41,4,1,0,5,58,39,1, 
26,1,9,17,45,0,2,0,169,10,7,0,0,0,10,72,37,2, 
28,1,14,14,171,0,2,0,200,19,7,1,0,0,18,104,28,1, 
4,1,0,4,3,0,0,0,13,3,16,0,0,0,1,8,5,0, 
7,1,2,5,10,0,3,0,23,5,7,3,0,0,5,11,6,0, 
57,1,32,31,1953,2,7,9,712,63,30,0,2,0,27,295,142,10, 
2,1,0,2,28,0,4,0,54,8,26,4,1,0,7,16,14,0, 
0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0, 
0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0, 
0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0, 
17,1,1,17,6,0,3,0,89,4,10,3,0,0,4,59,18,0, 
4,1,0,4,1,0,0,0,9,2,9,0,0,0,2,8,2,0, 
7,2,2,5,36,0,7,0,63,9,20,7,0,0,4,22,22,0, 
1,1,0,1,1,0,0,0,6,2,7,0,0,0,2,3,2,0, 
2,1,0,2,1,0,0,0,26,2,9,0,0,0,2,18,2,0, 
0,1,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0, 
54,1,1,53,1128,0,67,0,1217,48,7,38,37,1,7,605,300,4, 
15,1,11,4,28,0,6,0,81,8,7,5,0,0,8,39,34,1, 
7,1,2,6,28,0,2,0,130,8,7,1,2,1,5,71,44,0, 
7,1,0,7,55,0,2,0,68,11,17,2,1,0,10,22,17,1, 
1,1,0,1,0,0,0,0,3,1,8,0,0,0,1,2,1,0, 
7,2,1,7,21,0,2,1,45,7,15,0,0,0,6,24,10,1, 
20,1,20,0,6,1,2,0,13,4,18,1,0,0,4,5,4,2, 
4,1,1,3,15,0,5,0,48,6,10,2,0,0,5,18,11,1, 
11,1,6,5,210,1,4,0,103,21,0,4,2,0,19,49,31,1, 
23,1,4,20,91,0,6,0,318,14,12,1,0,0,5,120,69,0, 
2,2,2,0,3,0,1,1,10,3,17,1,0,0,3,3,3,0, 
0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0, 
2,1,1,1,1,0,0,0,47,2,7,0,1,0,1,18,8,0, 
13,1,7,6,231,0,5,0,285,22,7,2,3,2,17,70,82,0, 
2,1,0,2,1,0,0,0,6,2,9,0,0,0,2,8,2,0, 
5,2,1,4,6,0,1,2,33,4,97,1,0,0,4,22,11,1, 
27,1,5,26,105,0,26,0,203,15,19,21,0,0,13,99,56,2, 
26,1,2,24,666,0,38,0,610,37,9,23,30,1,6,397,165,0, 
10,3,5,5,36,0,2,0,33,9,45,2,0,0,7,18,18,1, 
7,1,1,7,45,0,13,0,90,10,33,9,3,0,5,33,26,1, 
4,1,1,3,1,0,1,0,10,2,8,1,0,0,2,6,2,1, 
5,1,1,4,6,0,1,0,38,4,10,1,0,0,4,17,9,1, 
35,1,8,29,595,0,12,0,654,35,26,3,1,2,20,220,149,4, 
2,1,0,2,1,0,0,0,6,2,9,0,0,0,2,8,2,0, 
14,1,7,7,45,0,4,0,108,10,11,4,5,0,5,63,29,0, 
11,1,5,8,190,3,4,0,97,20,7,2,0,0,4,37,36,0, 
3,1,2,1,21,1,1,0,44,7,7,0,1,0,5,26,13,1, 
1,1,1,0,1,0,1,0,6,2,8,0,0,0,2,3,2,0, 
5,2,4,3,21,1,1,1,28,7,22,0,0,1,7,14,10,1, 
8,1,8,0,1,0,0,0,4,2,7,0,1,0,1,3,2,2, 
12,1,1,12,28,0,4,0,134,8,7,4,5,0,1,63,40,2, 
19,1,0,19,78,0,8,0,124,13,17,6,3,0,10,85,30,3, 
8,1,8,0,1,0,63,74,6,2,7,1,0,2,1,2,2,2, 
6,1,0,6,3,0,1,0,59,3,7,1,2,0,1,20,10,1, 
17,2,3,15,21,0,18,0,77,7,11,14,1,0,5,36,26,0, 
23,2,3,20,190,0,10,0,209,20,21,7,4,1,16,108,54,1, 
21,1,2,21,120,0,16,0,208,16,15,0,5,2,8,82,40,3, 
10,1,1,9,21,0,6,0,79,7,11,0,2,0,5,31,22,0, 
1,1,1,0,15,0,4,19,52,6,11,4,0,0,6,25,15,1, 
0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0, 
11,1,1,11,66,0,30,0,246,12,33,19,5,0,5,78,59,4, 
7,1,4,3,28,0,3,0,45,8,11,3,0,0,7,16,16,0, 
1,1,0,1,0,0,0,0,3,1,7,0,0,0,1,2,1,0, 
38,1,25,16,1225,1,20,5,248,50,33,16,3,0,47,114,86,3, 
2,1,0,2,1,0,0,0,6,2,9,0,0,0,2,8,2,0, 
0,1,0,0,0,1,0,0,3,1,11,0,0,0,1,1,1,0, 
7,1,4,3,55,0,12,0,141,11,7,12,4,0,7,66,52,0, 
8,1,4,4,6,0,3,0,25,4,7,3,1,0,3,10,5,0, 
1,1,0,1,0,0,0,0,3,1,8,0,0,0,1,2,1,0, 
34,1,19,18,528,0,14,1,252,33,32,14,0,0,32,114,60,2, 
17,3,3,14,78,0,4,3,128,13,48,4,0,0,10,71,58,1, 
4,3,1,3,45,0,4,2,66,10,29,1,5,3,5,36,30,1, 
15,3,3,12,21,0,4,0,117,7,45,4,0,0,5,42,49,1, 
27,1,27,0,3,0,13,0,11,3,15,2,0,0,3,3,3,1, 
4,1,1,4,6,0,2,0,21,4,10,2,0,0,4,10,4,0, 
14,2,5,9,190,0,9,0,142,20,25,9,1,0,11,57,40,2, 
67,3,9,66,2016,0,38,0,1041,64,15,29,23,0,27,566,286,3, 
6,2,1,5,1,0,0,3,22,2,30,0,0,0,1,15,8,0, 
29,1,26,3,55,1,6,0,130,11,7,5,1,0,10,40,32,1, 
2,1,0,2,1,0,0,0,15,2,9,0,0,0,2,10,2,0, 
3,1,3,1,55,0,7,1,37,11,27,5,0,0,3,14,11,1, 
7,1,6,1,10,0,3,0,24,5,7,3,0,0,5,8,7,0, 
5,1,2,3,10,0,0,0,99,5,7,0,0,0,5,31,29,0, 
1,1,0,1,0,0,0,0,3,1,8,0,0,0,1,2,1,0, 
1,2,1,0,0,0,0,0,0,1,7,0,0,0,1,1,0,0, 
2,1,0,2,703,0,1,0,114,38,44,1,0,0,38,74,38,1, 
0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0, 
2,1,0,2,1,0,0,0,26,2,9,0,0,0,2,18,2,0, 
5,2,2,3,10,0,1,2,17,5,27,1,0,0,1,10,6,0, 
1,1,1,0,55,0,0,0,30,11,16,0,0,0,11,21,10,0, 
11,2,0,11,3,0,5,0,54,3,15,5,0,0,2,27,19,1, 
24,1,2,22,406,0,25,1,424,29,13,3,5,3,7,205,91,0, 
12,1,4,8,190,1,18,0,114,20,22,11,4,7,16,66,36,1, 
28,1,18,10,253,0,16,0,144,23,7,11,4,0,19,77,38,0, 
7,1,6,1,36,1,0,0,16,9,7,0,0,0,7,16,5,0, 
25,1,11,17,153,0,5,0,159,18,12,5,0,0,7,73,52,1, 
26,1,19,7,153,0,4,0,257,18,7,0,4,0,11,128,72,0, 
6,2,1,5,6,0,0,3,86,4,14,0,0,0,4,36,24,1, 
9,1,4,5,6,0,3,0,47,4,7,2,0,0,4,17,10,1, 
29,2,2,28,741,0,19,0,367,39,22,17,9,0,29,217,102,3, 
2,1,0,2,45,0,1,0,28,10,25,0,0,0,9,19,9,1, 
7,1,4,3,28,0,1,0,31,8,7,0,0,0,6,18,8,1, 
2,1,0,2,1,0,0,0,6,2,9,0,0,0,2,8,2,0, 
4,1,0,4,1,0,0,0,9,2,9,0,0,0,2,8,2,0, 
4,1,1,4,36,0,2,0,56,9,14,2,0,0,8,27,15,0, 
4,1,2,2,105,0,2,0,94,15,7,2,8,0,7,41,19,0, 
9,1,3,6,3,0,0,0,28,3,7,0,1,0,2,26,8,0, 
0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0, 
9,1,2,7,36,0,6,0,148,9,19,6,2,0,4,60,42,0, 
1,1,1,0,0,0,0,0,0,1,7,0,0,0,1,1,0,0, 
5,2,2,4,15,0,1,2,25,6,27,1,0,0,2,16,12,0, 
2,2,1,1,28,0,1,1,31,8,22,0,1,1,7,12,10,1, 
38,1,11,32,2016,2,24,0,705,64,44,22,11,1,39,385,211,8, 
11,2,3,9,120,0,5,0,177,16,16,5,8,0,6,101,42,0, 
4,1,0,4,1,0,1,0,13,2,7,1,1,0,1,9,5,1, 
2,1,0,2,1,0,0,0,6,2,9,0,0,0,2,8,2,0, 
12,2,2,11,136,0,1,16,186,17,91,0,0,0,5,60,49,4, 
5,1,2,3,45,0,3,2,71,10,13,0,0,0,10,23,18,0, 
19,2,2,18,21,0,8,3,122,7,24,4,1,0,5,52,29,1, 
3,1,1,3,1,0,2,0,11,2,8,2,0,0,2,5,3,0, 
0,1,0,0,3,0,0,0,12,3,10,0,0,0,3,3,3,1, 
5,1,3,2,15,0,3,0,95,6,7,0,1,0,5,17,27,0, 
2,1,2,0,0,0,2,0,4,1,7,0,0,2,0,1,1,0, 
7,1,5,3,6,0,4,0,39,4,7,1,0,0,2,10,9,2, 
2,1,0,2,1,0,0,0,6,2,9,0,0,0,2,8,2,0, 
0,2,0,0,0,0,23,3,0,0,12,1,0,22,0,0,0,0, 
5,1,0,5,3,0,0,0,21,3,17,0,0,0,3,18,4,0, 
2,1,0,2,0,0,0,0,4,1,8,0,0,0,1,3,1,0, 
1,1,1,0,0,0,0,0,0,1,7,0,0,0,1,1,0,0, 
5,2,1,5,1,0,0,3,11,2,30,0,0,0,1,8,3,0, 
10,1,1,10,36,0,2,0,107,9,0,2,0,0,9,78,39,0, 
2,1,2,0,3,0,2,0,10,3,19,2,0,0,3,4,3,0, 
18,1,4,14,406,0,15,0,1003,29,12,0,1,0,7,249,304,5, 
10,2,7,3,91,0,12,0,90,14,22,11,0,0,10,43,35,1, 
0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0, 
7,1,3,4,10,1,3,0,20,5,7,3,1,0,3,16,6,1, 
7,1,1,6,21,0,5,0,57,7,26,5,1,0,5,21,17,0, 
29,1,1,29,276,0,13,0,516,24,7,9,22,0,0,337,168,2, 
3,1,2,2,190,0,11,0,64,20,7,11,0,0,20,24,20,0, 
0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0, 
9,3,4,5,21,0,2,0,25,7,45,2,0,0,5,16,12,1, 
14,1,2,14,28,0,8,0,116,8,12,4,1,0,6,61,29,0, 
4,1,3,1,3,0,1,0,9,3,21,0,0,0,3,4,3,0, 
2,1,0,2,1,0,0,0,6,2,9,0,0,0,2,8,2,0, 
6,1,2,4,28,0,0,0,262,8,7,0,7,0,1,101,66,0, 
0,2,0,0,0,0,76,3,0,0,12,1,0,74,0,0,0,0, 
8,1,2,6,45,0,2,0,78,10,13,2,2,0,8,37,30,1, 
4,2,1,3,21,0,2,3,37,7,20,0,0,2,7,23,13,1, 
10,1,1,9,55,0,7,0,200,11,7,2,2,0,3,80,40,1, 
13,2,5,9,91,0,1,0,116,14,13,0,1,1,9,43,36,1, 
3,2,1,2,21,0,2,1,26,7,15,1,0,1,6,12,7,0, 
2,1,0,2,1,0,0,0,6,2,9,0,0,0,2,8,2,0, 
23,1,14,10,120,0,12,0,285,16,10,7,1,2,14,65,67,1, 
7,1,3,5,15,0,3,0,111,6,7,3,0,0,6,39,26,1, 
22,2,5,21,990,0,21,1,513,45,16,18,8,0,4,322,195,1, 
0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0, 
0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0, 
37,2,9,30,780,0,16,0,332,40,30,9,1,0,34,206,106,4, 
