CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,RealBugCount
0,3,45,1,0,1,0,2,1,9,0,5,1,2,27,1,2,2,9,1,1,1,1,3,2,2,9,14,2,1.93,4,11,1,8,0,2,1,50,1,6,0,2,7,6.5,6,3,2.5,2,1,1,1,4,0.8,0,1,1,1,2,3,1,1,0,1,1,0,0
0,5,164,4,0,1,0,12,1,12,0,6,1,9,78,1,9,12,31,3,2,4,6,26,12,9,32,64,19,1.22,22,51,4,39,0,9,1,61,2,0,3,1,4,1.888889,1,10,3.444444,1,8,1.777778,1,1,0.272727,0,1,1,1,27,16,1,1,0,1,1,0,0
0,9,84,6,0,2,0,9,3,18,0,8,3,3,40,1,3,8,12,1,0,7,2,16,8,7,14,35,13,1.14,9,27,6,20,1,3,3,0,2,0,0,1,4,2.333333,1,11,5,2,9,3.666667,1,3,1.8,0,1,1,1,14,10,1,1,0,1,1,0,0
0,12,333,8,0,1,0,37,3,23,0,7,3,12,111,1,12,35,62,11,0,8,1,111,35,12,64,180,82,0.62,42,146,8,114,2,12,3,0,2,0,10,1,9,2.75,1,18,7.75,2,48,6.25,1,3,1.5,0,1,1,1,77,60,1,1,0,1,1,0,0
0,9,157,5,0,1,1,13,2,21,0,9,2,5,65,1,5,12,36,3,2,6,2,33,12,5,39,73,24,0.89,19,63,5,52,2,5,3,66,2,0,1,1,6,3.8,2,14,6.8,3,5,2.4,1,3,1.571429,0,1,1,1,35,27,1,1,0,1,1,0,0
0,5,176,6,0,1,2,16,2,14,0,7,2,9,83,1,9,14,35,3,1,8,6,32,14,9,36,70,21,1.19,23,57,6,43,1,9,2,81,2,0,0,1,8,2.444444,1,10,3.111111,1,8,1.777778,1,2,0.545455,0,1,1,1,38,24,1,1,0,1,1,0,0
0,10,144,7,0,3,0,16,3,22,0,10,3,5,66,1,5,14,22,4,0,8,1,35,14,13,24,64,21,1.03,14,45,7,33,1,5,3,0,3,0,1,1,3,2.6,2,13,6.4,2,7,2.8,1,4,2.142857,0,1,1,1,34,20,0.986111,1,0,1,1,1,0
0,4,124,3,0,1,0,9,1,11,0,6,1,7,59,1,7,9,26,2,2,3,5,18,9,7,27,50,14,1.18,15,41,3,32,0,7,1,64,2,0,0,1,3,1.714286,1,9,3.571429,1,4,1.428571,1,1,0.333333,0,1,1,1,21,14,1,1,0,1,1,0,0
0,6,124,5,0,1,0,12,2,14,0,7,2,6,58,1,6,11,21,2,2,6,4,21,11,6,23,51,17,1.14,15,40,5,30,1,6,2,41,1,1,0,2,7,4,2,9,4.333333,2,7,2.166667,1,2,0.875,0,1,1,1,24,19,1,1,0,1,1,0,0
0,1,41,1,2,1,0,2,1,7,0,6,1,2,28,1,2,2,7,0,1,1,0,1,2,2,7,8,0,3.5,5,7,1,6,0,2,1,100,0,4,0,0,10,8.5,7,1,1,1,1,1,1,0,0,0,1,1,1,6,5,1,1,0,1,1,0,0
0,7,138,4,0,1,1,13,2,17,0,9,2,6,70,1,6,12,23,5,0,5,1,27,12,6,25,53,17,1.32,15,42,4,32,1,6,2,66,2,1,0,1,3,2.333333,1,12,4.666667,1,5,2.166667,1,2,1,0,1,1,1,25,16,1,1,0,1,1,0,0
0,3,81,2,0,1,0,6,1,10,0,6,1,5,47,1,5,6,12,3,1,2,2,7,6,5,13,24,6,1.96,10,19,2,14,0,5,1,40,1,1,0,2,3,2,1,6,3,1,2,1.2,1,1,0.428571,0,1,1,1,11,7,1,1,0,1,1,0,0
0,3,55,1,0,1,0,3,1,9,0,6,1,3,36,1,3,3,7,0,1,1,3,3,3,3,7,14,3,2.57,5,10,1,6,0,3,1,0,1,0,0,2,4,2,1,2,1.333333,1,1,1,1,0,0,0,1,1,1,7,4,1,1,0,1,1,0,0
0,8,72,2,0,1,0,8,2,16,0,7,2,3,39,1,3,5,11,2,0,5,1,16,5,3,11,27,10,1.44,6,21,2,15,1,3,3,0,3,0,0,1,3,1.666667,1,5,3.666667,2,2,1.666667,1,1,0.8,0,2,2,2,10,7,1,0.5,0,1,2,0,1
0,9,78,2,0,1,0,6,2,18,0,10,2,3,47,1,3,5,11,2,0,3,1,19,5,3,11,30,13,1.57,6,24,2,18,1,3,2,0,3,0,1,1,3,2,1,4,3,2,2,1.666667,1,1,0.8,0,2,2,2,18,12,1,0.5,0,1,2,0,1
0,4,78,3,0,1,0,6,2,12,0,7,2,4,45,1,4,6,11,3,0,3,1,9,6,4,12,23,6,1.96,10,18,3,14,1,4,2,0,2,2,0,1,3,1.75,1,8,3,1,3,1.5,1,2,1,0,1,1,1,11,7,1,1,0,1,1,0,0
0,6,262,7,0,1,0,38,2,11,0,4,2,18,103,1,18,38,41,0,2,7,18,73,38,18,50,137,62,0.75,23,112,7,80,0,18,2,61,1,0,0,2,3,2.277778,1,11,3.833333,0,7,2.111111,1,2,0.904762,0,2,2,2,37,20,0.992366,0.5,0,1,2,2,2
1,5,249,2,0,1,1,36,2,10,18,4,2,19,109,1,19,36,29,0,0,2,18,52,36,19,29,118,52,0.92,22,81,2,44,0,1,2,5,1,0,1,1,18,3.631579,0,2,1.052632,1,2,1.894737,1,1,0.904762,0,1,1,1,27,9,1,1,0,1,1,0,0
0,1,131,1,17,1,0,17,1,5,0,4,1,17,84,1,17,17,26,0,0,1,0,0,17,17,26,27,0,3.11,20,26,1,25,0,17,1,0,0,1,0,0,1,1,1,1,0.058824,0,1,1,1,0,0,0,1,1,1,25,25,1,1,0,1,1,0,0
1,16,367,9,0,1,2,57,4,23,2,4,4,13,74,2,13,52,71,0,5,11,12,157,52,19,76,244,112,0.3,50,188,9,138,2,11,4,84,1,0,0,2,6,3.538462,1,18,7.307692,1,25,7.384615,1,4,1.75,0,2,2,2,92,74,0.411444,0.5,0,3,2,2,0
1,2,61,1,0,1,3,6,1,2,5,0,1,6,16,1,6,6,22,0,0,1,5,8,6,6,22,34,5,0.47,11,27,1,20,0,1,1,100,1,0,7,1,4,3,0,6,3,1,1,1,1,3,0.333333,0,1,1,1,20,24,1,1,0,1,1,0,0
1,3,129,2,0,1,0,21,1,4,15,0,1,16,27,1,16,19,36,0,0,3,15,25,19,16,37,79,21,0.34,23,58,2,39,0,1,1,0,1,0,12,1,4,3,0,6,3.875,1,2,1.1875,1,1,0.277778,0,2,2,2,54,52,0.992248,0.5,0,1,2,1,1
1,11,57,5,0,3,0,7,3,12,1,0,3,2,22,1,2,6,10,0,0,6,1,14,6,6,10,28,10,0.79,7,20,5,13,1,1,4,0,1,0,1,1,1,0.5,0,8,4.5,1,6,3.5,1,3,2.25,0,1,1,1,11,10,0.807018,1,0,2,1,0,0
1,11,80,4,0,2,0,5,3,16,1,2,3,2,33,1,2,5,20,0,0,4,1,16,5,4,20,35,9,0.94,13,29,4,25,3,1,3,0,1,0,2,1,3,1.5,0,9,5,1,6,3.5,1,2,1.6,0,1,1,1,21,13,1,1,0,1,1,0,0
1,10,73,3,0,1,1,4,2,12,1,0,2,2,27,1,2,4,23,0,0,3,1,16,4,2,24,36,9,0.75,11,33,3,28,2,1,2,50,1,0,2,1,4,2,0,12,6.5,1,4,2.5,1,1,0.75,0,1,1,1,12,9,1,1,0,1,1,0,0
4,6,2075,9,2,1,5,251,2,11,3,4,2,156,803,6,156,240,337,21,57,10,129,544,240,162,366,1040,418,0.77,232,784,9,563,0,153,2,97,1,2,58,8,59,4.75,0,22,3.217949,0,192,3.634615,1,6,0.445122,0,11,11,3,722,742,0.57253,0.545455,0,3,3,1,2
0,9,156,5,0,2,0,13,2,14,0,4,2,6,64,1,6,13,28,1,4,5,5,37,13,10,28,72,30,0.89,20,58,5,44,0,6,2,41,1,0,7,3,7,3.833333,1,9,4.666667,1,5,2.166667,1,2,1.125,0,2,2,1,27,34,0.685897,1,0,3,1,0,1
1,4,824,7,0,1,5,111,1,7,1,2,1,81,247,2,81,109,158,7,29,7,73,222,109,83,158,458,180,0.54,120,338,7,230,0,80,1,97,2,3,18,6,111,6.703704,0,38,2.493827,1,16,1.62963,1,3,0.238095,0,10,10,3,268,223,0.595874,0.5,0,3,3,2,1
1,3,148,1,0,1,4,9,1,7,0,4,1,9,60,1,9,9,28,0,6,1,8,30,9,9,27,64,21,0.94,24,48,1,35,0,9,1,96,1,0,0,2,1,0.333333,0,3,1.222222,1,1,1,1,0,0,0,4,4,2,32,31,0.695946,0.75,0,3,2,0,0
0,1,23,1,1,1,0,1,1,1,0,0,1,1,16,1,1,1,4,0,0,1,0,0,1,1,4,5,0,3.2,2,4,1,3,0,1,1,0,0,5,1,0,2,2,2,0,0,0,1,1,1,0,0,0,1,1,1,1,2,0.391304,1,0,3,1,0,0
1,15,247,9,0,2,0,41,4,17,0,0,4,10,28,1,10,35,53,1,10,12,8,105,35,16,52,183,88,0.15,36,140,9,104,1,10,4,69,2,0,19,2,11,5.7,2,29,8.4,1,40,7,1,5,2.083333,0,2,2,1,42,39,0.704453,1,0,2,1,1,1
0,6,252,4,0,1,2,31,2,12,0,5,2,16,101,1,16,31,50,0,3,4,16,64,31,16,49,126,44,0.8,25,93,4,61,0,16,2,77,1,0,6,1,7,3.25,1,7,3.5,1,5,2,1,3,1.111111,0,7,7,2,340,88,0.797619,0.571429,0,2,2,0,2
5,12,1035,14,2,1,1,168,3,17,0,4,3,52,276,5,52,155,142,10,21,17,35,406,155,63,149,659,329,0.42,102,478,14,319,0,52,3,89,1,3,27,4,19,4.807692,0,50,6.153846,1,528,18.711538,1,6,1.051724,0,10,10,3,444,357,0.569082,0.5,0,3,3,2,4
0,6,288,10,0,1,0,35,2,11,0,4,2,17,116,1,17,33,46,7,7,10,10,65,33,17,46,141,61,0.82,31,107,10,74,0,17,2,78,2,2,13,3,13,3.470588,1,28,3.470588,0,162,10.882353,1,2,0.578947,0,5,5,3,104,377,0.576389,0.6,0,2,3,2,0
0,5,308,2,0,1,0,20,1,16,0,11,1,15,200,1,15,18,29,1,6,3,14,43,18,15,29,90,31,2.22,18,60,2,42,0,15,1,80,1,2,2,3,10,3.533333,1,4,1.933333,0,2,1.2,1,1,0.294118,0,3,3,2,311,3,0.980519,0.666667,0,1,2,1,0
1,25,207,14,0,2,0,24,6,37,3,8,6,4,54,1,4,24,50,0,0,14,3,83,24,6,49,131,58,0.41,22,107,14,86,3,1,6,0,1,0,13,1,13,5.75,0,27,13.25,1,14,6,1,4,2.666667,0,4,4,1,50,47,0.63285,1,0,2,1,1,1
2,9,160,4,0,1,0,21,2,10,0,0,2,9,25,1,9,21,41,0,10,4,7,56,21,9,41,112,47,0.22,23,88,4,68,0,9,2,72,2,0,9,2,11,5.333333,0,15,5.444444,1,6,2.444444,1,2,1.272727,0,4,4,1,25,25,0.7375,1,0,2,1,1,1
1,3,160,2,0,1,2,18,1,6,0,2,1,17,60,1,17,18,32,0,7,2,16,32,18,17,32,80,29,0.75,20,61,2,42,0,17,1,81,1,0,0,2,12,5,1,7,2.058824,1,2,1.058824,1,1,0.157895,0,2,2,1,21,25,0.68125,1,0,4,1,1,0
3,8,249,6,0,2,0,31,2,12,0,2,2,14,82,2,14,29,36,3,9,7,8,69,29,23,37,135,58,0.61,32,95,6,61,0,14,2,76,1,0,6,3,9,2.928571,0,8,3.357143,0,6,2.071429,1,3,1,0,5,5,2,70,74,0.662651,0.8,0,2,2,1,0
0,5,87,1,0,1,0,2,1,13,0,8,1,2,60,1,2,2,12,1,0,1,1,4,2,2,9,19,3,3.16,8,12,1,9,0,2,1,0,2,0,3,2,8,4,0,3,2.5,2,1,1,1,0,0,0,3,3,2,24,26,0.563218,0.666667,0,3,2,0,0
0,3,135,1,0,1,0,4,1,13,0,10,1,4,101,1,4,4,13,1,0,1,3,4,4,4,11,22,4,4.59,12,15,1,10,0,4,1,0,3,0,2,2,6,3.25,1,3,1.75,1,1,1,1,0,0,0,2,2,1,42,52,0.57037,1,0,3,1,0,0
0,3,387,2,0,1,0,42,1,7,0,3,1,38,191,1,38,42,64,0,1,2,38,46,42,38,64,153,46,1.25,43,110,2,67,0,38,1,13,1,0,0,2,4,1.473684,0,2,1.657895,0,2,1.105263,1,1,0.15,0,3,3,1,340,308,0.888889,1,0,2,1,1,0
0,6,1888,9,4,1,1,176,2,16,0,9,2,101,1031,5,101,167,206,20,21,13,77,398,167,109,224,707,313,1.46,150,537,9,382,0,101,2,94,1,1,50,6,28,4.118812,0,40,4.178218,0,144,3.980198,1,4,0.476636,0,12,12,3,799,814,0.676907,0.416667,0,2,3,2,1
0,7,201,6,12,1,1,40,2,7,0,0,2,17,29,1,17,36,42,1,5,7,4,70,36,22,44,140,54,0.21,32,98,6,63,0,17,2,75,1,0,11,2,9,3.058824,1,12,4.058824,1,8,2.352941,1,4,1.263158,0,5,5,2,56,53,0.562189,0.6,0,2,2,2,0
0,8,78,3,0,2,0,4,2,17,0,8,2,2,42,1,2,4,15,1,3,3,1,11,4,4,15,30,9,1.4,6,24,3,19,0,2,2,0,3,0,4,1,5,4,3,8,5.5,3,3,2,1,1,0.75,0,2,2,2,20,31,0.948718,0.5,0,2,2,0,0
0,3,198,1,0,1,0,6,1,16,0,13,1,6,152,1,6,6,17,1,0,1,5,6,6,6,13,30,6,5.07,16,19,1,12,0,6,1,0,3,0,2,2,7,3.333333,1,3,1.5,1,1,1,1,0,0,0,2,2,1,3,9,0.909091,1,0,2,1,1,0
0,3,386,2,0,1,0,42,1,7,0,4,1,38,192,1,38,42,63,0,1,2,38,46,42,38,63,152,46,1.26,42,109,2,66,0,38,1,10,1,0,0,2,5,1.631579,0,2,1.684211,1,2,1.105263,1,1,0.15,0,3,3,1,341,310,0.893782,1,0,2,1,1,0
0,4,147,1,0,1,0,3,1,13,0,9,1,3,115,1,3,3,13,1,0,1,2,5,3,3,10,22,5,5.23,10,15,1,11,0,3,1,0,2,0,3,2,12,4,0,3,2.666667,2,1,1,1,0,0,0,3,3,2,5,6,0.863946,0.666667,0,3,2,0,0
0,3,74,1,0,1,0,5,1,3,0,0,1,5,35,1,5,5,18,1,0,1,4,7,5,5,18,31,7,1.13,8,25,1,19,0,5,1,0,2,0,4,4,4,1.8,1,5,2.6,2,1,1,1,0,0,0,1,1,1,1,2,0.72973,1,0,3,1,1,0
0,3,86,1,0,1,0,12,1,3,0,0,1,12,21,1,12,12,25,1,0,1,11,12,12,12,25,49,11,0.43,16,36,1,23,0,12,1,0,3,1,4,4,5,2,0,3,2,1,1,1,1,0,0,0,2,2,1,4,5,0.883721,1,0,2,1,0,0
0,3,114,2,0,1,0,10,1,4,0,0,1,9,57,1,9,10,20,1,0,2,8,10,10,9,20,41,10,1.39,16,30,2,19,0,9,1,0,2,0,5,5,5,0.555556,0,2,1.333333,0,2,1.111111,1,1,0.272727,0,1,1,1,1,2,0.842105,1,0,3,1,0,0
0,9,300,10,0,1,2,43,2,11,0,0,2,19,35,1,19,41,85,7,6,10,12,135,41,19,89,225,90,0.16,40,179,10,140,0,19,2,86,2,0,24,1,12,5.684211,4,24,6.947368,1,82,6.052632,1,3,1.090909,0,8,8,2,140,121,0.553333,0.75,0,3,2,1,2
1,7,190,5,0,2,20,44,2,7,15,0,2,16,19,1,16,35,50,0,0,7,15,93,38,31,55,150,56,0.13,21,111,4,75,0,1,3,93,1,0,2,1,14,5.875,0,6,3.4375,1,5,2.375,1,3,1.388889,0,5,5,2,72,63,0.563158,0.8,0,2,2,2,0
0,3,69,1,0,1,1,6,1,4,0,1,1,6,30,1,6,6,15,0,3,1,6,9,6,6,15,29,8,1.03,10,23,1,17,0,6,1,75,2,2,2,1,6,2.333333,0,4,1.666667,1,1,1,1,0,0,0,2,2,1,3,4,0.753623,1,0,3,1,0,0
0,9,132,5,0,1,1,17,2,9,0,0,2,7,27,1,7,17,42,2,7,5,5,43,17,9,42,92,30,0.29,13,72,5,54,0,7,2,73,1,0,12,3,11,5,3,10,4.142857,1,5,2.428571,1,3,1.666667,0,3,3,1,23,28,0.651515,1,0,3,1,0,0
0,1,27,1,1,1,0,1,1,1,0,0,1,1,21,1,1,1,3,0,0,1,0,0,1,1,3,4,0,5.25,2,3,1,2,0,1,1,0,0,3,1,0,1,1,1,0,0,0,1,1,1,0,0,0,2,2,1,2,3,0.407407,1,0,3,1,0,0
0,3,48,1,0,1,1,3,1,4,0,1,1,3,24,1,3,3,9,0,1,1,3,5,3,3,9,17,4,1.41,7,13,1,9,0,3,1,66,3,0,3,1,5,2,0,4,2,1,1,1,1,0,0,0,3,3,2,3,4,0.625,0.666667,0,3,2,0,0
0,3,39,1,0,1,1,2,1,3,0,0,1,2,21,1,2,2,7,0,0,1,2,3,2,2,7,12,2,1.75,6,9,1,6,0,2,1,100,3,0,3,1,5,2.5,0,2,1.5,1,1,1,1,0,0,0,1,1,1,1,2,0.564103,1,0,3,1,0,0
0,3,64,1,0,1,1,6,1,3,0,0,1,6,25,1,6,6,15,0,3,1,6,9,6,6,15,29,8,0.86,10,23,1,17,0,6,1,75,2,2,2,1,6,1.833333,0,4,1.666667,1,1,1,1,0,0,0,2,2,1,3,4,0.859375,1,0,2,1,0,0
0,9,127,5,0,1,1,17,2,9,0,0,2,7,22,1,7,17,42,2,7,5,5,43,17,9,42,92,30,0.24,13,72,5,54,0,7,2,73,1,0,12,3,8,4,2,10,4.142857,1,5,2.428571,1,3,1.666667,0,3,3,1,19,22,0.80315,1,0,2,1,0,1
0,1,27,1,1,1,0,1,1,1,0,0,1,1,21,1,1,1,3,0,0,1,0,0,1,1,3,4,0,5.25,2,3,1,2,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,2,2,1,2,3,0.703704,1,0,2,1,0,0
0,3,48,1,0,1,1,3,1,4,0,1,1,3,24,1,3,3,9,0,1,1,3,5,3,3,9,17,4,1.41,7,13,1,9,0,3,1,66,3,0,3,1,5,2,0,4,2,1,1,1,1,0,0,0,3,3,2,3,4,0.833333,0.666667,0,2,2,0,0
0,3,39,1,0,1,1,2,1,3,0,0,1,2,21,1,2,2,7,0,0,1,2,3,2,2,7,12,2,1.75,6,9,1,6,0,2,1,100,3,0,3,1,5,2.5,0,2,1.5,1,1,1,1,0,0,0,1,1,1,1,2,0.820513,1,0,2,1,0,0
1,13,104,4,0,1,1,13,3,14,0,0,3,4,17,1,4,12,27,0,4,5,3,38,12,4,27,72,28,0.24,15,55,4,42,1,4,3,50,1,0,12,2,7,6.5,6,10,7.75,5,6,3.5,1,2,1.5,0,4,4,2,38,22,0.528846,0.75,0,3,2,0,0
0,3,38,1,0,1,1,2,1,3,0,0,1,2,22,1,2,2,6,0,0,1,2,3,2,2,6,11,2,2,5,8,1,5,0,2,1,100,2,0,0,1,2,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1,2,0.578947,1,0,3,1,0,0
0,4,114,3,0,1,0,15,1,5,0,1,1,12,44,1,12,15,20,1,5,3,11,25,15,12,20,58,22,0.76,13,42,3,26,0,12,1,76,1,0,2,1,5,2,1,5,1.833333,1,3,1.25,1,2,0.6,0,1,1,1,1,1,0.991228,1,0,1,1,1,0
0,4,64,2,0,1,0,6,1,4,0,0,1,5,21,1,5,6,16,0,3,2,5,10,6,5,16,33,9,0.64,10,25,2,18,0,5,1,53,1,0,3,1,4,2.6,1,4,2.8,1,2,1.2,1,1,0.428571,0,2,2,1,7,9,0.890625,1,0,2,1,0,0
0,1,38,1,2,1,0,2,1,1,0,0,1,2,21,1,2,2,10,0,0,1,0,0,2,2,10,11,0,1.91,6,10,1,9,0,2,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,2,2,1,5,4,0.868421,1,0,2,1,0,0
1,7,98,3,0,1,0,10,2,9,0,0,2,6,24,1,6,9,25,1,1,3,4,28,9,6,26,57,21,0.42,18,47,3,37,1,6,2,50,1,0,4,2,4,3,2,15,5.333333,1,4,1.666667,1,1,0.5,0,2,2,1,20,19,0.795918,1,0,2,1,0,0
0,1,64,1,6,1,0,6,1,3,0,2,1,6,39,1,6,6,13,0,0,1,0,0,6,6,13,14,0,2.79,11,13,1,12,0,6,1,0,3,1,0,1,0,0,0,1,0.666667,0,1,1,1,0,0,0,2,2,1,6,5,0.90625,1,0,2,1,0,0
0,1,316,1,37,1,0,37,1,6,0,5,1,37,220,1,37,37,54,0,0,1,0,0,37,37,54,55,0,4,41,54,1,53,0,37,1,0,2,6,14,2,14,4.72973,2,1,0.459459,0,1,1,1,6,0.15,0,7,7,2,161,98,0.405063,0.571429,0,3,2,1,1
0,6,250,2,0,1,0,50,2,6,0,0,2,27,22,1,27,50,73,2,1,2,25,105,50,27,96,199,98,0.11,29,194,2,143,0,27,2,88,2,0,16,1,24,4.259259,1,5,2.333333,1,2,1.851852,1,1,0.862069,0,2,2,1,127,129,0.536,1,0,2,1,1,0
1,4,101,3,0,1,1,9,2,9,5,5,2,6,53,1,6,9,15,0,0,3,5,15,9,6,15,37,11,1.43,11,26,3,16,0,1,2,83,1,0,4,1,37,8.5,0,5,2.5,1,4,1.666667,1,1,0.5,0,4,4,1,26,19,0.653465,1,0,2,1,1,0
0,1,28,1,1,1,0,1,1,1,0,0,1,1,21,1,1,1,4,0,0,1,0,0,1,1,4,5,0,4.2,2,4,1,3,0,1,1,0,0,4,1,0,2,2,2,1,1,1,1,1,1,0,0,0,2,2,1,2,3,0.928571,1,0,2,1,0,0
