CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,RealBugCount
0,7,85,1,0,1,2,5,1,10,0,2,1,5,36,2,5,5,15,1,0,1,4,16,5,5,18,39,9,0.92,10,27,1,22,0,5,1,100,6,1,5,2,3,1.4,1,7,4.2,1,1,1,1,0,0,0,2,2,2,86,1,0.988235,0.5,0,1,2,1,0
0,5,93,1,0,1,3,6,1,8,0,3,1,6,39,2,6,6,22,5,0,1,1,17,6,6,23,45,7,0.87,9,30,1,24,0,6,1,100,4,1,10,2,2,0.833333,0,5,2.166667,0,1,1,1,1,0.1,0,4,4,4,189,2,0.709677,0.25,0,3,4,0,0
0,4,93,2,0,1,0,6,1,10,0,5,1,5,55,1,5,6,9,2,0,2,3,11,6,5,9,29,8,1.9,9,17,2,12,0,5,1,0,1,1,1,2,3,1.6,1,5,1.6,0,2,1.2,1,1,0.428571,0,2,2,2,186,0,0.763441,0.5,0,3,2,0,0
0,4,39,1,0,1,0,1,1,7,0,3,1,1,27,1,1,1,4,1,0,1,0,1,1,1,4,9,1,3,3,5,1,3,0,1,1,0,2,1,1,1,2,2,2,2,2,2,1,1,1,0,0,0,3,3,3,82,4,0.435897,0.333333,0,4,3,0,0
0,11,109,2,0,1,1,7,1,17,0,3,1,5,45,2,5,7,18,2,1,2,3,21,7,5,19,48,13,0.94,16,32,2,25,2,5,1,83,5,1,7,2,3,1.2,0,13,3.4,0,2,1.4,1,1,0.625,0,4,4,4,252,13,0.779817,0.25,0,3,4,1,0
0,4,149,1,0,1,2,10,1,10,0,4,1,10,74,2,10,10,16,2,0,1,8,15,10,10,18,51,11,1.45,24,29,1,19,0,10,1,100,8,1,4,2,7,3,1,4,2.1,1,1,1,1,0,0,0,3,3,3,339,16,0.845638,0.333333,0,2,3,2,0
0,1,82,1,3,1,0,3,1,7,0,6,1,3,67,1,3,3,7,0,0,1,0,0,3,3,7,9,0,7.44,6,7,1,6,0,3,1,0,3,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,2,2,2,164,0,0.756098,0.5,0,2,2,2,0
0,4,45,1,0,1,2,1,1,7,0,3,1,1,31,1,1,1,5,1,0,1,0,3,1,1,5,10,1,3.1,4,6,1,4,0,1,1,100,3,0,0,1,1,1,1,2,2,2,1,1,1,0,0,0,2,2,2,90,0,0.622222,0.5,0,2,2,1,0
0,4,156,2,0,1,1,14,1,7,0,3,1,13,63,1,13,14,26,0,3,2,13,20,14,13,26,69,16,0.91,24,42,2,27,0,13,1,78,1,0,2,2,4,1.846154,1,4,2.538462,1,2,1.076923,1,1,0.25,0,2,2,2,312,0,0.865385,0.5,0,2,2,2,0
0,10,135,3,0,1,6,7,1,15,0,3,1,5,43,3,5,7,30,1,0,3,4,34,7,5,30,72,18,0.6,20,48,3,39,2,5,1,100,6,0,6,2,5,2.2,0,14,4.8,1,4,1.6,1,0,0,0,5,5,3,250,7,0.525926,0.6,0,4,3,2,1
0,6,98,2,0,1,1,7,1,9,0,2,1,5,39,2,5,6,17,1,1,3,4,15,6,5,17,46,8,0.85,13,25,2,17,0,5,1,100,4,0,4,1,2,0.8,0,12,3.8,1,2,1.2,1,1,0.375,0,3,3,3,207,6,0.72449,0.333333,0,3,3,2,0
0,8,191,3,3,1,1,17,2,11,3,3,2,10,72,2,10,17,31,4,1,3,3,37,17,10,28,98,26,0.73,21,54,3,35,0,7,2,50,5,0,5,1,5,2.2,0,6,3,1,4,1.8,1,1,0.692308,0,2,2,2,384,0,0.864583,0.5,0,3,2,1,0
0,3,58,1,0,1,0,3,1,6,0,3,1,3,33,1,3,3,11,1,1,1,2,4,3,3,10,18,3,1.83,7,13,1,10,0,3,1,33,8,1,3,2,4,1.666667,0,3,1.666667,0,1,1,1,0,0,0,1,1,1,59,0,1,1,0,1,1,0,0
0,4,65,1,0,1,0,3,1,8,0,4,1,3,37,1,3,3,9,0,1,1,3,5,3,3,9,21,4,1.76,7,13,1,9,0,3,1,33,7,0,2,2,4,2,1,3,2.333333,2,1,1,1,0,0,0,2,2,2,130,0,0.676923,0.5,0,3,2,0,0
0,4,64,1,0,1,0,3,1,8,0,4,1,3,37,1,3,3,9,0,1,1,3,5,3,3,9,21,4,1.76,6,13,1,9,0,3,1,33,6,1,2,2,4,2,1,3,2.333333,2,1,1,1,0,0,0,2,2,2,128,0,0.671875,0.5,0,3,2,0,0
0,4,40,1,0,1,0,1,1,4,0,0,1,1,28,1,1,1,5,0,0,1,1,1,1,1,5,9,1,3.11,3,6,1,4,0,1,1,0,9,0,1,1,2,2,2,2,2,2,1,1,1,0,0,0,3,3,3,133,33,0.390244,0.333333,0,4,3,1,0
7,6,1015,13,0,1,10,83,1,13,2,6,1,55,479,7,55,78,132,7,19,17,41,186,78,55,126,442,123,1.08,95,249,13,168,0,53,2,100,6,3,20,1,7,2.127273,0,29,2.6,0,1920,36.127273,1,3,0.375,0,7,7,5,2033,6,0.872906,0.428571,0,2,5,4,1
0,6,132,1,0,1,2,8,1,11,0,4,1,8,63,2,8,8,19,4,0,1,4,16,8,8,18,50,8,1.26,19,26,1,18,0,8,1,100,6,1,7,2,8,2.75,0,4,1.75,0,1,1,1,0,0,0,2,2,2,264,0,0.825758,0.5,0,3,2,0,0
0,6,128,1,0,1,2,7,1,12,0,5,1,7,68,2,7,7,17,3,0,1,4,13,7,7,17,44,8,1.55,16,25,1,18,0,7,1,100,7,1,5,2,7,3,1,3,2.142857,0,1,1,1,0,0,0,2,2,2,256,0,0.8125,0.5,0,3,2,0,0
0,6,98,1,0,1,1,3,1,14,0,8,1,3,57,1,3,3,18,1,0,1,2,9,3,3,16,34,8,1.68,8,24,1,20,0,3,1,100,7,0,8,1,5,4.333333,3,9,5,2,1,1,1,0,0,0,2,2,2,196,0,0.704082,0.5,0,3,2,1,0
0,6,86,1,0,1,2,4,1,11,0,4,1,4,41,2,4,4,14,3,0,1,1,9,4,4,15,33,5,1.24,12,20,1,15,1,4,1,100,8,0,3,2,3,2,1,3,2,1,1,1,1,0,0,0,2,2,2,172,0,0.686047,0.5,0,3,2,0,0
0,6,80,1,0,1,2,3,1,16,0,10,1,3,48,2,3,3,10,2,0,1,1,7,3,3,12,25,3,1.92,7,15,1,11,0,3,1,100,8,0,2,2,2,2,2,2,1.333333,1,1,1,1,0,0,0,2,2,2,160,0,0.7125,0.5,0,3,2,1,0
0,8,89,2,0,1,2,5,1,14,0,4,1,4,42,2,4,5,11,2,0,2,2,12,5,4,13,35,8,1.2,12,21,2,15,1,4,1,100,7,0,3,2,3,1.75,1,4,2,0,2,1.25,1,1,0.5,0,3,3,3,179,1,0.707865,0.333333,0,3,3,4,0
0,5,114,1,0,1,1,6,1,9,0,3,1,6,59,1,6,6,17,2,1,1,4,15,6,6,17,44,13,1.34,11,30,1,23,0,6,1,83,2,0,4,1,5,1.666667,0,6,2.333333,1,1,1,1,0,0,0,4,4,4,230,2,0.77193,0.25,0,3,4,1,1
1,6,389,4,0,1,5,27,1,14,0,6,1,21,182,5,21,26,57,7,5,4,13,68,26,23,56,163,42,1.12,44,98,4,70,0,21,1,100,6,0,5,2,6,1.857143,0,8,2.571429,0,4,1.190476,1,3,0.5,0,4,4,3,907,84,0.897172,0.5,0,2,3,1,1
0,7,100,2,0,1,2,5,1,14,0,6,1,4,56,2,4,5,12,1,1,2,3,14,5,4,14,33,7,1.7,11,21,2,16,1,4,1,100,6,2,2,2,3,1.5,1,6,2.75,1,2,1.25,1,0,0,0,2,2,2,202,0,0.811881,0.5,0,3,2,0,0
0,8,116,2,0,1,1,10,2,14,0,6,2,5,56,1,5,10,17,0,1,2,5,16,10,5,19,50,11,1.12,10,30,2,22,0,5,2,50,1,0,2,2,4,3.2,3,4,2.8,1,2,2,2,1,1,1,2,2,2,232,0,0.862069,0.5,0,2,2,1,0
0,1,117,1,5,1,0,5,1,7,0,6,1,5,98,1,5,5,10,0,0,1,0,0,5,5,10,11,0,8.91,8,10,1,9,0,5,1,0,3,1,2,1,4,1.2,0,1,0.4,0,1,1,1,0,0,0,2,2,2,236,0,0.855932,0.5,0,2,2,1,0
0,1,61,1,3,1,0,3,1,8,0,7,1,3,46,1,3,3,8,0,0,1,0,0,3,3,7,10,0,4.6,5,7,1,6,0,3,1,0,3,1,1,2,1,1,1,0,0,0,1,1,1,0,0,0,3,3,3,123,2,0.770492,0.333333,0,2,3,1,0
0,1,63,1,3,1,0,3,1,6,0,5,1,3,48,1,3,3,8,0,0,1,0,0,3,3,8,10,0,4.8,5,8,1,7,0,3,1,0,3,1,1,1,2,1.333333,1,1,0.666667,0,1,1,1,0,0,0,2,2,2,126,0,0.714286,0.5,0,3,2,0,0
0,10,236,7,0,1,2,20,2,16,0,5,2,11,112,4,11,20,25,0,1,7,11,43,20,11,28,108,29,1.04,16,57,7,36,0,11,2,100,6,5,3,2,7,2.181818,0,8,2.727273,1,8,1.909091,1,1,0.470588,0,2,2,2,474,0,0.894515,0.5,0,3,2,0,0
1,14,105,3,0,2,1,8,3,21,0,6,3,3,42,1,3,8,12,0,1,3,2,21,8,5,11,51,13,0.82,12,24,3,16,1,3,3,66,1,0,2,2,6,4,3,5,3.333333,2,4,3,2,1,1,1,2,2,2,210,0,0.828571,0.5,0,2,2,1,0
0,7,113,3,0,1,1,6,2,17,0,10,2,4,65,1,4,6,14,1,2,3,3,11,6,4,12,38,10,1.71,10,22,3,15,0,4,2,66,7,0,5,1,5,3.5,3,4,3.25,2,4,1.75,1,1,0.5,0,2,2,2,226,0,0.840708,0.5,0,2,2,1,0
0,1,40,1,1,1,0,1,1,11,0,10,1,1,31,1,1,1,5,0,0,1,0,0,1,1,5,6,0,5.17,3,5,1,4,0,1,1,0,3,2,2,1,2,2,2,1,1,1,1,1,1,0,0,0,2,2,2,82,0,0.585366,0.5,0,3,2,0,0
0,4,46,1,0,1,0,2,1,7,0,3,1,2,27,1,2,2,7,0,0,1,2,2,2,2,7,15,2,1.8,4,9,1,6,0,2,1,0,1,0,3,2,1,0.5,0,1,1,1,1,1,1,0,0,0,2,2,2,92,0,0.413043,0.5,0,3,2,2,0
0,5,116,2,1,1,5,6,1,10,1,4,1,5,54,1,5,6,22,1,0,2,3,18,6,5,20,45,9,1.2,18,29,2,22,0,4,1,84,4,0,3,1,8,3,1,3,2.4,2,2,1.2,1,1,0.5,0,6,6,4,258,49,0.724138,0.5,0,4,4,0,0
0,4,72,1,0,1,1,3,1,8,0,3,1,3,40,1,3,3,14,1,0,1,2,5,3,3,13,25,3,1.6,7,16,1,12,0,3,1,100,4,0,6,1,3,2.333333,2,4,3,2,1,1,1,0,0,0,4,4,4,176,24,0.736111,0.25,0,3,4,0,0
4,9,316,5,7,1,2,26,2,12,2,2,2,17,74,2,17,26,86,1,15,5,5,101,26,17,87,208,74,0.36,34,161,5,133,0,15,2,82,5,0,2,2,9,3.294118,0,31,5,1,7,1.705882,1,3,0.761905,0,2,2,2,632,0,0.873418,0.5,0,3,2,2,0
0,6,173,2,0,1,3,8,1,15,0,9,1,7,101,2,7,8,21,0,2,2,7,19,8,7,23,57,11,1.77,15,34,2,25,0,7,1,100,8,0,2,2,7,2.571429,1,4,2,1,2,1.142857,1,1,0.363636,0,4,4,4,358,17,0.67052,0.25,0,3,4,2,0
0,9,143,5,0,1,0,12,2,13,0,2,2,7,41,1,7,12,32,5,1,5,2,38,12,7,32,80,21,0.51,22,53,5,42,1,7,2,57,6,2,9,1,7,3,0,23,5.285714,0,4,1.571429,1,3,1.3,0,6,6,6,285,31,0.517483,0.166667,0,4,6,2,1
0,6,64,2,0,1,1,4,1,8,0,1,1,3,26,1,3,4,12,2,0,2,1,9,4,3,12,28,6,0.93,10,18,2,13,0,3,1,100,7,1,3,1,2,1,0,6,3.666667,2,2,1.333333,1,1,0.6,0,2,2,2,128,0,0.703125,0.5,0,3,2,1,0
3,11,209,6,0,2,2,25,3,14,0,2,3,10,44,1,10,25,43,3,3,6,4,62,25,18,45,136,44,0.32,29,89,6,63,0,10,3,82,9,1,5,1,4,2.2,0,12,5.3,1,8,2.7,1,3,1.5,0,4,4,3,421,3,0.937799,0.5,0,1,3,3,1
0,6,69,2,0,1,1,4,1,9,0,2,1,3,31,1,3,4,12,2,0,2,1,9,4,3,12,28,6,1.11,10,18,2,13,0,3,1,100,7,1,3,1,2,1,0,6,3.666667,2,2,1.333333,1,1,0.6,0,2,2,2,138,0,0.550725,0.5,0,4,2,0,0
3,6,594,2,0,1,17,47,1,10,0,3,1,43,232,9,43,46,84,22,6,2,18,112,46,43,92,281,71,0.83,81,163,2,115,0,43,1,100,6,4,9,2,14,2.023256,0,23,2.930233,1,2,1.069767,1,1,0.12963,0,7,7,5,1203,45,0.818182,0.285714,0,3,5,3,0
0,1,47,1,0,1,0,2,1,9,0,8,1,2,36,1,2,2,6,0,0,1,2,0,2,2,6,8,0,4.5,3,6,1,5,0,2,1,0,3,1,1,1,1,1,1,1,1,1,1,1,1,4,0.8,0,2,2,2,94,0,0.574468,0.5,0,4,2,0,0
0,25,206,9,1,3,1,22,5,38,0,9,5,4,71,1,4,18,22,0,0,11,3,55,18,10,24,111,32,0.64,24,56,9,37,3,4,6,100,6,0,4,1,3,2,1,15,7,2,52,15.25,1,4,2.666667,0,6,6,3,547,112,0.854369,0.5,0,3,3,3,1
0,9,89,3,0,1,1,5,2,15,0,4,2,3,39,1,3,5,13,1,0,3,2,15,5,3,13,37,9,1.05,13,22,3,16,2,3,2,100,4,1,4,1,4,2.333333,1,7,3.666667,2,4,2,1,1,0.6,0,3,3,2,179,1,0.764045,0.666667,0,3,2,2,0
0,8,149,5,0,1,2,11,2,14,0,5,2,6,54,2,6,10,30,2,3,6,4,28,10,6,30,73,19,0.74,22,49,5,37,1,6,2,66,6,0,5,1,5,3,1,15,4.666667,1,6,1.833333,1,3,1,0,3,3,2,301,3,0.785235,0.666667,0,3,2,2,1
0,16,175,8,0,1,2,15,3,21,0,4,3,5,51,1,5,14,35,2,4,9,3,45,14,5,34,102,32,0.5,22,66,8,52,1,5,3,70,5,0,4,1,9,2.8,1,12,5,1,36,8.4,1,2,1.25,0,3,3,2,355,3,0.727273,0.666667,0,2,2,4,0
1,8,194,3,0,1,3,14,2,15,0,5,2,9,77,2,9,14,31,7,2,3,1,36,14,9,34,92,23,0.84,25,57,3,42,0,9,2,85,9,1,7,2,5,3,1,14,3.555556,1,3,1.555556,1,2,0.846154,0,3,3,3,425,28,0.690722,0.333333,0,4,3,0,0
0,4,145,1,0,1,1,6,1,11,0,7,1,6,101,1,6,6,11,0,0,1,6,8,6,6,11,32,6,3.16,13,17,1,10,0,6,1,100,10,1,2,1,4,1.833333,0,4,2.166667,1,1,1,1,0,0,0,2,2,2,290,0,0.931034,0.5,0,1,2,2,0
0,1,72,1,1,1,0,1,1,19,0,18,1,1,61,1,1,1,7,0,0,1,0,0,1,1,7,9,0,6.78,2,7,1,6,0,1,1,0,4,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0,2,2,2,144,0,0.819444,0.5,0,3,2,1,0
0,5,74,2,0,1,1,4,1,9,0,4,1,3,44,1,3,4,11,0,1,2,3,5,4,3,11,25,4,1.76,5,15,2,10,0,3,1,66,1,0,5,2,4,2,0,3,1.666667,0,2,1.333333,1,1,0.6,0,3,3,3,149,1,0.702703,0.333333,0,4,3,1,0
0,1,63,1,0,1,3,2,1,9,0,8,1,2,48,1,2,2,8,0,0,1,2,3,2,2,8,10,0,4.8,5,8,1,7,0,2,1,100,3,1,0,1,2,1.5,1,1,0.5,0,1,1,1,1,0.2,0,2,2,2,126,0,0.84127,0.5,0,2,2,2,0
0,1,43,1,2,1,0,2,1,5,0,4,1,2,32,1,2,2,5,0,0,1,0,0,2,2,5,7,0,4.57,4,5,1,4,0,2,1,0,3,1,1,1,2,1.5,1,1,0.5,0,1,1,1,0,0,0,2,2,2,86,0,0.767442,0.5,0,2,2,2,0
0,6,95,1,0,1,2,4,1,14,0,7,1,4,59,2,4,4,10,2,0,1,2,10,4,4,10,28,5,2.11,8,15,1,10,0,4,1,100,6,5,6,2,5,2.25,0,5,2.25,0,1,1,1,0,0,0,3,3,3,194,2,0.905263,0.333333,0,2,3,1,0
2,6,347,3,0,1,9,24,1,12,2,4,1,18,143,8,18,24,53,1,6,3,15,55,24,20,54,155,35,0.92,49,89,3,60,0,16,1,100,6,2,7,2,7,2.444444,0,6,2.277778,0,4,1.444444,1,1,0.222222,0,2,2,2,694,0,0.925072,0.5,0,2,2,2,0
0,4,104,2,0,1,0,9,1,8,0,3,1,8,49,1,8,9,15,0,2,2,8,10,9,8,15,45,10,1.09,10,25,2,15,0,8,1,62,1,5,3,2,6,2.125,0,3,1.625,1,2,1.125,1,2,0.454545,0,3,3,3,201,1,0.682692,0.333333,0,5,3,0,0
0,4,69,1,0,1,1,3,1,10,0,5,1,3,41,1,3,3,9,1,1,1,2,6,3,3,9,22,5,1.86,6,14,1,10,0,3,1,50,6,4,2,1,6,4.333333,3,3,2.333333,1,1,1,1,0,0,0,2,2,2,138,0,0.855072,0.5,0,2,2,1,0
1,7,381,3,0,1,6,30,1,13,0,4,1,23,162,6,23,30,47,8,4,3,14,68,30,23,57,176,47,0.92,43,104,3,73,0,23,1,100,6,2,11,2,9,2.826087,0,8,2.26087,0,4,1.347826,1,2,0.366667,0,3,3,3,720,2,0.545932,0.333333,0,3,3,2,0
0,5,92,1,0,1,1,3,1,14,0,8,1,3,57,1,3,3,13,1,0,1,2,7,3,3,11,27,6,2.11,9,17,1,13,0,3,1,100,7,0,8,1,5,4.333333,3,7,4.333333,2,1,1,1,0,0,0,2,2,2,184,0,0.793478,0.5,0,3,2,0,0
0,4,76,1,0,1,1,5,1,7,0,3,1,5,37,1,5,5,12,4,1,1,1,7,5,5,12,30,6,1.23,9,18,1,12,0,5,1,50,6,2,4,1,4,2.2,1,3,2,1,1,1,1,3,0.375,0,2,2,2,152,0,0.855263,0.5,0,3,2,0,0
0,6,126,2,0,1,2,6,1,15,0,8,1,5,65,1,5,6,22,0,1,2,5,12,6,5,18,46,10,1.41,15,28,2,21,0,5,1,73,7,0,7,1,10,6.2,2,9,3.6,1,2,1.2,1,1,0.428571,0,2,2,2,252,0,0.880952,0.5,0,3,2,0,0
0,6,127,2,0,1,1,9,1,11,0,5,1,7,64,1,7,9,20,3,1,2,4,17,9,7,17,53,13,1.21,10,30,2,20,0,7,1,71,4,0,7,1,4,2.142857,1,7,3,1,2,1.285714,1,1,0.444444,0,2,2,2,254,0,0.724409,0.5,0,4,2,0,0
0,4,60,1,0,1,1,2,1,11,0,7,1,2,37,1,2,2,8,0,0,1,2,3,2,2,8,16,2,2.31,7,10,1,7,0,2,1,100,2,0,2,2,2,1.5,1,2,2,2,1,1,1,0,0,0,2,2,2,120,0,0.8,0.5,0,3,2,0,0
0,4,67,1,0,1,1,2,1,14,0,9,1,2,44,1,2,2,9,0,0,1,2,3,2,2,8,17,2,2.59,6,10,1,7,0,2,1,100,3,2,1,2,5,4.5,4,2,2,2,1,1,1,0,0,0,3,3,3,136,2,0.791045,0.333333,0,3,3,1,0
0,6,174,2,0,1,4,11,1,12,0,4,1,10,76,4,10,11,23,0,3,2,10,27,11,10,27,76,19,1,22,46,2,33,0,10,1,100,5,1,5,2,4,2.1,1,9,2.7,1,2,1.1,1,1,0.2,0,2,2,2,348,0,0.867816,0.5,0,2,2,2,0
0,4,72,1,0,1,1,3,1,8,0,4,1,3,46,1,3,3,8,0,1,1,3,4,3,3,8,19,3,2.42,7,11,1,7,0,3,1,50,2,0,1,1,2,1.333333,1,2,1.666667,1,1,1,1,0,0,0,3,3,3,145,1,0.791667,0.333333,0,3,3,1,0
0,24,135,7,0,1,4,9,3,33,0,4,3,3,36,3,3,9,24,2,0,7,1,41,9,3,27,78,21,0.46,21,48,7,38,5,3,3,100,7,0,7,2,4,2.333333,1,13,5.666667,1,28,10,1,3,1.285714,0,2,2,2,270,0,0.851852,0.5,0,3,2,0,0
0,6,109,1,0,1,3,5,1,13,0,6,1,5,56,2,5,5,14,2,2,1,3,14,5,5,16,38,9,1.47,15,25,1,19,1,5,1,100,7,0,6,2,6,2.8,0,8,3,1,1,1,1,0,0,0,2,2,2,218,0,0.853211,0.5,0,3,2,2,0
0,5,96,1,0,1,3,5,1,11,0,5,1,5,49,2,5,5,13,2,1,1,3,11,5,5,15,35,6,1.4,12,21,1,15,0,5,1,100,6,1,3,2,5,1.8,0,4,1.6,0,1,1,1,0,0,0,2,2,2,192,0,0.854167,0.5,0,3,2,2,0
0,1,50,1,1,1,0,1,1,15,0,14,1,1,39,1,1,1,5,0,0,1,0,0,1,1,5,7,0,5.57,4,5,1,4,0,1,1,0,6,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,2,100,0,0.78,0.5,0,3,2,0,0
0,1,61,1,2,1,0,2,1,5,0,4,1,2,51,1,2,2,5,0,0,1,0,0,2,2,5,7,0,7.29,3,5,1,4,0,2,1,0,3,0,0,1,2,2,2,1,0.5,0,1,1,1,0,0,0,2,2,2,122,0,0.836066,0.5,0,2,2,2,0
0,4,40,1,0,1,1,1,1,8,0,4,1,1,27,1,1,1,5,0,0,1,1,2,1,1,5,10,1,2.7,3,6,1,4,0,1,1,100,6,0,0,1,2,2,2,2,2,2,1,1,1,0,0,0,2,2,2,80,0,0.775,0.5,0,3,2,0,0
